iter	Passed	Remaining
1665	129088	258332
1666	129172	258268
1667	129250	258191
1668	129322	258102
1669	129398	258021
1670	129480	257953
1671	129556	257872
1672	129627	257782
1673	129698	257692
1674	129776	257615
1675	129848	257528
1676	129922	257443
1677	129993	257353
1678	130070	257274
1679	130140	257182
1680	130207	257085
1681	130275	256988
1682	130349	256903
1683	130416	256806
1684	130487	256715
1685	130564	256637
1686	130635	256546
1687	130710	256464
1688	130784	256380
1689	130858	256295
1690	130925	256199
1691	130999	256114
1692	131071	256025
1693	131142	255937
1694	131210	255841
1695	131285	255758
1696	131355	255666
1697	131428	255580
1698	131503	255498
1699	131583	255426
1700	131654	255337
1701	131727	255250
1702	131794	255154
1703	131866	255066
1704	131933	254968
1705	132009	254889
1706	132076	254790
1707	132174	254752
1708	132257	254686
1709	132329	254599
1710	132399	254507
1711	132467	254411
1712	132534	254315
1713	132611	254235
1714	132680	254143
1715	132758	254066
1716	132823	253966
1717	132893	253874
1718	132965	253787
1719	133037	253699
1720	133108	253610
1721	133176	253515
1722	133245	253422
1723	133319	253338
1724	133388	253244
1725	133458	253154
1726	133532	253070
1727	133609	252991
1728	133682	252907
1729	133754	252819
1730	133824	252728
1731	133892	252633
1732	133973	252563
1733	134044	252474
1734	134116	252386
1735	134188	252299
1736	134256	252204
1737	134335	252130
1738	134406	252041
1739	134477	251952
1740	134546	251860
1741	134617	251770
1742	134698	251699
1743	134767	251606
1744	134835	251512
1745	134907	251425
1746	134977	251335
1747	135047	251244
1748	135122	251162
1749	135190	251068
1750	135257	250971
1751	135328	250882
1752	135400	250796
1753	135473	250711
1754	135548	250628
1755	135616	250534
1756	135681	250435
1757	135755	250351
1758	135828	250267
1759	135896	250173
1760	135965	250080
1761	136032	249985
1762	136107	249903
1763	136173	249805
1764	136240	249709
1765	136309	249617
1766	136376	249522
1767	136446	249432
1768	136519	249346
1769	136587	249253
1770	136655	249159
1771	136732	249081
1772	136809	249003
1773	136880	248914
1774	136954	248832
1775	137031	248755
1776	137107	248675
1777	137181	248593
1778	137253	248506
1779	137323	248416
1780	137397	248333
1781	137466	248242
1782	137536	248151
1783	137604	248058
1784	137675	247970
1785	137742	247875
1786	137818	247795
1787	137888	247706
1788	137958	247615
1789	138028	247525
1790	138099	247438
1791	138166	247342
1792	138246	247271
1793	138328	247202
1794	138406	247127
1795	138482	247047
1796	138561	246973
1797	138640	246901
1798	138724	246834
1799	138807	246768
1800	138888	246698
1801	138960	246612
1802	139030	246521
1803	139099	246430
1804	139169	246342
1805	139239	246252
1806	139317	246176
1807	139389	246089
1808	139455	245993
1809	139526	245905
1810	139595	245813
1811	139663	245722
1812	139731	245627
1813	139806	245547
1814	139881	245466
1815	139953	245380
1816	140022	245289
1817	140092	245199
1818	140168	245121
1819	140238	245031
1820	140312	244949
1821	140380	244857
1822	140456	244777
1823	140518	244674
1824	140589	244587
1825	140656	244493
1826	140727	244404
1827	140797	244315
1828	140870	244231
1829	140949	244157
1830	141016	244064
1831	141086	243975
1832	141160	243891
1833	141229	243801
1834	141300	243714
1835	141372	243629
1836	141446	243546
1837	141516	243458
1838	141589	243373
1839	141659	243284
1840	141727	243192
1841	141796	243101
1842	141867	243013
1843	141941	242932
1844	142011	242843
1845	142078	242750
1846	142149	242661
1847	142217	242570
1848	142291	242488
1849	142364	242403
1850	142435	242316
1851	142508	242234
1852	142584	242154
1853	142653	242064
1854	142722	241974
1855	142798	241896
1856	142875	241818
1857	142947	241733
1858	143019	241649
1859	143092	241564
1860	143159	241471
1861	143231	241385
1862	143301	241298
1863	143368	241202
1864	143439	241117
1865	143507	241025
1866	143577	240936
1867	143647	240848
1868	143725	240772
1869	143793	240681
1870	143868	240600
1871	143935	240508
1872	144008	240424
1873	144087	240350
1874	144157	240262
1875	144225	240171
1876	144299	240089
1877	144378	240015
1878	144445	239921
1879	144515	239834
1880	144584	239744
1881	144649	239648
1882	144727	239573
1883	144802	239493
1884	144873	239405
1885	144945	239320
1886	145017	239236
1887	145096	239163
1888	145166	239074
1889	145232	238980
1890	145301	238890
1891	145369	238798
1892	145438	238709
1893	145510	238625
1894	145580	238536
1895	145647	238443
1896	145724	238368
1897	145796	238282
1898	145862	238188
1899	145935	238104
1900	146005	238017
1901	146070	237922
1902	146149	237848
1903	146222	237765
1904	146297	237685
1905	146367	237597
1906	146434	237505
1907	146507	237421
1908	146578	237335
1909	146647	237247
1910	146723	237168
1911	146791	237076
1912	146862	236990
1913	146928	236897
1914	147004	236819
1915	147071	236726
1916	147149	236652
1917	147217	236560
1918	147284	236469
1919	147354	236380
1920	147430	236302
1921	147499	236214
1922	147567	236123
1923	147637	236035
1924	147710	235953
1925	147779	235863
1926	147854	235784
1927	147925	235698
1928	148000	235618
1929	148069	235530
1930	148139	235442
1931	148222	235375
1932	148295	235293
1933	148364	235205
1934	148435	235119
1935	148505	235032
1936	148578	234949
1937	148655	234871
1938	148725	234785
1939	148802	234709
1940	148875	234626
1941	148946	234540
1942	149018	234456
1943	149093	234377
1944	149157	234280
1945	149235	234205
1946	149304	234117
1947	149371	234025
1948	149439	233935
1949	149510	233849
1950	149588	233775
1951	149666	233699
1952	149737	233614
1953	149805	233525
1954	149883	233449
1955	149954	233364
1956	150023	233276
1957	150094	233190
1958	150177	233123
1959	150250	233041
1960	150326	232963
1961	150397	232877
1962	150463	232786
1963	150539	232707
1964	150617	232632
1965	150686	232544
1966	150770	232479
1967	150844	232399
1968	150927	232331
1969	151002	232251
1970	151077	232174
1971	151162	232109
1972	151241	232035
1973	151331	231980
1974	151408	231903
1975	151482	231823
1976	151551	231735
1977	151620	231647
1978	151693	231563
1979	151765	231480
1980	151829	231384
1981	151897	231295
1982	151968	231209
1983	152034	231117
1984	152109	231037
1985	152176	230946
1986	152245	230858
1987	152320	230779
1988	152393	230697
1989	152461	230608
1990	152539	230532
1991	152613	230453
1992	152682	230364
1993	152753	230278
1994	152821	230189
1995	152886	230096
1996	152964	230021
1997	153033	229933
1998	153105	229849
1999	153177	229765
2000	153247	229679
2001	153318	229594
2002	153389	229510
2003	153466	229433
2004	153537	229348
2005	153611	229267
2006	153680	229180
2007	153749	229092
2008	153823	229012
2009	153894	228927
2010	153964	228841
2011	154041	228765
2012	154125	228699
2013	154194	228611
2014	154268	228531
2015	154340	228447
2016	154408	228359
2017	154483	228279
2018	154553	228194
2019	154624	228109
2020	154698	228029
2021	154767	227942
2022	154838	227856
2023	154913	227777
2024	154982	227689
2025	155051	227602
2026	155121	227517
2027	155190	227429
2028	155258	227340
2029	155330	227256
2030	155400	227171
2031	155472	227087
2032	155551	227015
2033	155620	226927
2034	155693	226845
2035	155764	226760
2036	155839	226682
2037	155908	226595
2038	155979	226510
2039	156047	226421
2040	156114	226330
2041	156185	226247
2042	156254	226159
2043	156321	226070
2044	156391	225983
2045	156465	225903
2046	156539	225824
2047	156612	225742
2048	156687	225664
2049	156758	225579
2050	156828	225493
2051	156900	225410
2052	156970	225324
2053	157044	225244
2054	157112	225156
2055	157184	225073
2056	157256	224990
2057	157324	224901
2058	157392	224813
2059	157460	224724
2060	157532	224641
2061	157609	224566
2062	157676	224476
2063	157744	224388
2064	157818	224309
2065	157890	224225
2066	157959	224138
2067	158035	224062
2068	158105	223976
2069	158175	223891
2070	158252	223815
2071	158361	223785
2072	158443	223716
2073	158516	223634
2074	158593	223559
2075	158669	223481
2076	158738	223395
2077	158806	223307
2078	158876	223221
2079	158945	223135
2080	159018	223053
2081	159088	222968
2082	159152	222875
2083	159224	222792
2084	159292	222704
2085	159362	222617
2086	159434	222535
2087	159505	222452
2088	159576	222368
2089	159644	222280
2090	159717	222199
2091	159784	222109
2092	159854	222024
2093	159921	221935
2094	159996	221856
2095	160065	221770
2096	160139	221690
2097	160209	221605
2098	160281	221522
2099	160355	221443
2100	160429	221363
2101	160500	221280
2102	160569	221193
2103	160638	221107
2104	160723	221043
2105	160794	220958
2106	160865	220874
2107	160938	220793
2108	161007	220708
2109	161077	220622
2110	161150	220541
2111	161220	220456
2112	161288	220368
2113	161372	220302
2114	161447	220224
2115	161517	220139
2116	161589	220057
2117	161666	219982
2118	161745	219909
2119	161816	219826
2120	161883	219737
2121	161958	219659
2122	162028	219573
2123	162095	219484
2124	162164	219399
2125	162236	219317
2126	162306	219232
2127	162376	219147
2128	162453	219071
2129	162525	218989
2130	162593	218902
2131	162667	218823
2132	162739	218740
2133	162813	218662
2134	162892	218588
2135	162961	218503
2136	163029	218415
2137	163104	218337
2138	163174	218252
2139	163243	218167
2140	163316	218085
2141	163387	218003
2142	163457	217918
2143	163532	217839
2144	163597	217749
2145	163669	217666
2146	163742	217586
2147	163816	217507
2148	163892	217429
2149	163961	217344
2150	164031	217260
2151	164103	217177
2152	164171	217090
2153	164240	217005
2154	164307	216917
2155	164385	216841
2156	164457	216760
2157	164531	216681
2158	164601	216596
2159	164675	216517
2160	164745	216433
2161	164817	216351
2162	164894	216276
2163	164965	216193
2164	165038	216112
2165	165108	216027
2166	165173	215937
2167	165247	215858
2168	165314	215769
2169	165387	215689
2170	165460	215609
2171	165529	215523
2172	165598	215438
2173	165670	215356
2174	165738	215269
2175	165805	215181
2176	165875	215097
2177	165955	215025
2178	166025	214941
2179	166096	214859
2180	166164	214772
2181	166233	214687
2182	166309	214609
2183	166377	214523
2184	166445	214437
2185	166520	214359
2186	166592	214277
2187	166657	214187
2188	166728	214103
2189	166793	214014
2190	166869	213937
2191	166946	213861
2192	167016	213778
2193	167085	213693
2194	167154	213607
2195	167220	213518
2196	167295	213440
2197	167368	213360
2198	167436	213274
2199	167503	213186
2200	167573	213102
2201	167643	213018
2202	167705	212924
2203	167776	212842
2204	167846	212758
2205	167917	212675
2206	167994	212600
2207	168069	212523
2208	168140	212439
2209	168212	212359
2210	168284	212277
2211	168355	212194
2212	168432	212119
2213	168500	212033
2214	168570	211949
2215	168645	211872
2216	168715	211788
2217	168787	211707
2218	168857	211622
2219	168924	211536
2220	168991	211448
2221	169069	211374
2222	169136	211287
2223	169202	211198
2224	169273	211116
2225	169348	211039
2226	169416	210952
2227	169492	210877
2228	169561	210791
2229	169633	210710
2230	169702	210625
2231	169765	210533
2232	169835	210449
2233	169902	210363
2234	169970	210276
2235	170040	210193
2236	170116	210116
2237	170184	210031
2238	170258	209952
2239	170327	209868
2240	170399	209787
2241	170467	209700
2242	170538	209618
2243	170607	209534
2244	170675	209448
2245	170752	209373
2246	170824	209292
2247	170894	209208
2248	170965	209126
2249	171038	209047
2250	171114	208970
2251	171189	208893
2252	171260	208811
2253	171327	208724
2254	171398	208642
2255	171468	208558
2256	171540	208477
2257	171609	208394
2258	171679	208310
2259	171748	208226
2260	171818	208143
2261	171883	208054
2262	171953	207970
2263	172024	207888
2264	172100	207811
2265	172174	207734
2266	172245	207651
2267	172306	207557
2268	172373	207471
2269	172444	207389
2270	172521	207314
2271	172592	207232
2272	172664	207151
2273	172739	207074
2274	172807	206989
2275	172873	206901
2276	172942	206817
2277	173013	206734
2278	173088	206657
2279	173169	206587
2280	173246	206512
2281	173315	206428
2282	173383	206343
2283	173452	206259
2284	173526	206181
2285	173597	206099
2286	173671	206020
2287	173739	205935
2288	173811	205855
2289	173875	205765
2290	173944	205681
2291	174014	205598
2292	174081	205511
2293	174158	205437
2294	174234	205361
2295	174308	205282
2296	174380	205202
2297	174457	205127
2298	174528	205046
2299	174603	204969
2300	174665	204876
2301	174736	204794
2302	174808	204714
2303	174880	204634
2304	174953	204554
2305	175026	204475
2306	175095	204392
2307	175163	204306
2308	175235	204225
2309	175311	204151
2310	175381	204067
2311	175453	203987
2312	175524	203906
2313	175593	203821
2314	175662	203738
2315	175733	203656
2316	175805	203576
2317	175878	203496
2318	175945	203411
2319	176014	203326
2320	176086	203246
2321	176156	203164
2322	176223	203078
2323	176293	202995
2324	176364	202913
2325	176437	202834
2326	176510	202755
2327	176578	202671
2328	176648	202588
2329	176722	202510
2330	176791	202426
2331	176860	202342
2332	176942	202273
2333	177033	202216
2334	177122	202154
2335	177218	202101
2336	177305	202038
2337	177392	201975
2338	177480	201913
2339	177550	201830
2340	177632	201761
2341	177722	201702
2342	177807	201636
2343	177896	201575
2344	177975	201503
2345	178051	201427
2346	178123	201347
2347	178194	201265
2348	178263	201181
2349	178332	201097
2350	178411	201025
2351	178478	200940
2352	178549	200858
2353	178623	200780
2354	178690	200694
2355	178758	200610
2356	178831	200531
2357	178901	200448
2358	178970	200364
2359	179048	200291
2360	179125	200217
2361	179188	200126
2362	179256	200041
2363	179334	199968
2364	179409	199891
2365	179483	199813
2366	179555	199733
2367	179627	199653
2368	179699	199573
2369	179768	199490
2370	179835	199404
2371	179909	199325
2372	179978	199242
2373	180057	199170
2374	180127	199088
2375	180200	199008
2376	180271	198928
2377	180340	198844
2378	180410	198762
2379	180485	198685
2380	180561	198609
2381	180628	198524
2382	180697	198441
2383	180778	198371
2384	180846	198286
2385	180914	198202
2386	180984	198120
2387	181054	198037
2388	181119	197950
2389	181192	197870
2390	181258	197785
2391	181331	197705
2392	181403	197625
2393	181474	197545
2394	181559	197479
2395	181641	197409
2396	181720	197337
2397	181790	197255
2398	181860	197173
2399	181933	197094
2400	182003	197012
2401	182072	196929
2402	182150	196855
2403	182232	196787
2404	182299	196701
2405	182369	196619
2406	182430	196527
2407	182499	196445
2408	182570	196363
2409	182640	196281
2410	182715	196204
2411	182787	196125
2412	182857	196042
2413	182929	195963
2414	183004	195886
2415	183073	195803
2416	183155	195734
2417	183223	195651
2418	183302	195578
2419	183377	195501
2420	183453	195426
2421	183523	195344
2422	183613	195283
2423	183680	195198
2424	183755	195122
2425	183828	195043
2426	183906	194970
2427	183979	194891
2428	184056	194816
2429	184130	194738
2430	184203	194660
2431	184281	194587
2432	184357	194510
2433	184430	194432
2434	184509	194360
2435	184583	194282
2436	184659	194206
2437	184736	194132
2438	184817	194061
2439	184891	193984
2440	184968	193910
2441	185041	193831
2442	185111	193749
2443	185192	193679
2444	185269	193604
2445	185343	193527
2446	185421	193454
2447	185491	193372
2448	185568	193297
2449	185649	193226
2450	185720	193146
2451	185798	193072
2452	185869	192992
2453	185945	192916
2454	186018	192838
2455	186090	192758
2456	186170	192687
2457	186241	192605
2458	186322	192535
2459	186399	192460
2460	186470	192380
2461	186546	192305
2462	186618	192225
2463	186725	192181
2464	186809	192114
2465	186894	192048
2466	186975	191977
2467	187050	191900
2468	187132	191831
2469	187209	191756
2470	187281	191677
2471	187356	191600
2472	187428	191520
2473	187508	191449
2474	187590	191380
2475	187676	191314
2476	187747	191233
2477	187821	191156
2478	187900	191083
2479	187973	191005
2480	188046	190926
2481	188116	190844
2482	188194	190771
2483	188268	190693
2484	188342	190616
2485	188414	190536
2486	188490	190460
2487	188564	190383
2488	188634	190301
2489	188716	190232
2490	188794	190159
2491	188871	190083
2492	188943	190004
2493	189020	189930
2494	189088	189846
2495	189159	189765
2496	189229	189683
2497	189300	189603
2498	189372	189523
2499	189443	189443
2500	189512	189360
2501	189584	189281
2502	189662	189208
2503	189757	189151
2504	189835	189077
2505	189913	189003
2506	189990	188929
2507	190069	188856
2508	190149	188785
2509	190228	188712
2510	190295	188627
2511	190361	188543
2512	190431	188461
2513	190503	188381
2514	190572	188299
2515	190643	188218
2516	190717	188141
2517	190791	188063
2518	190870	187990
2519	190941	187910
2520	191012	187830
2521	191085	187751
2522	191154	187669
2523	191226	187589
2524	191297	187509
2525	191367	187427
2526	191435	187344
2527	191505	187262
2528	191572	187179
2529	191648	187102
2530	191722	187026
2531	191793	186945
2532	191865	186865
2533	191932	186781
2534	191997	186696
2535	192065	186612
2536	192128	186524
2537	192198	186443
2538	192268	186361
2539	192335	186277
2540	192405	186196
2541	192480	186120
2542	192561	186049
2543	192640	185976
2544	192710	185895
2545	192779	185813
2546	192856	185739
2547	192923	185655
2548	192995	185575
2549	193067	185496
2550	193136	185413
2551	193213	185339
2552	193282	185257
2553	193350	185174
2554	193422	185095
2555	193490	185012
2556	193561	184931
2557	193632	184851
2558	193708	184775
2559	193775	184692
2560	193852	184617
2561	193925	184539
2562	194000	184463
2563	194069	184381
2564	194142	184303
2565	194215	184224
2566	194282	184140
2567	194352	184060
2568	194427	183982
2569	194499	183904
2570	194573	183827
2571	194646	183748
2572	194712	183663
2573	194779	183580
2574	194850	183499
2575	194918	183416
2576	194994	183341
2577	195063	183260
2578	195136	183181
2579	195203	183097
2580	195273	183016
2581	195340	182933
2582	195410	182851
2583	195477	182768
2584	195548	182688
2585	195623	182611
2586	195692	182530
2587	195763	182450
2588	195831	182367
2589	195899	182285
2590	195981	182215
2591	196056	182138
2592	196129	182060
2593	196199	181979
2594	196269	181899
2595	196340	181819
2596	196408	181736
2597	196478	181656
2598	196546	181572
2599	196623	181498
2600	196691	181416
2601	196761	181335
2602	196837	181260
2603	196909	181181
2604	196985	181105
2605	197061	181029
2606	197130	180948
2607	197199	180866
2608	197273	180789
2609	197346	180711
2610	197415	180630
2611	197483	180548
2612	197559	180472
2613	197627	180389
2614	197701	180312
2615	197771	180232
2616	197838	180148
2617	197914	180073
2618	197980	179989
2619	198054	179912
2620	198129	179835
2621	198195	179751
2622	198262	179667
2623	198330	179586
2624	198400	179504
2625	198467	179422
2626	198541	179345
2627	198611	179264
2628	198679	179181
2629	198746	179098
2630	198815	179017
2631	198888	178938
2632	198961	178861
2633	199032	178782
2634	199108	178706
2635	199179	178626
2636	199248	178545
2637	199314	178461
2638	199390	178385
2639	199461	178306
2640	199542	178236
2641	199616	178158
2642	199688	178080
2643	199756	177998
2644	199826	177917
2645	199896	177836
2646	199966	177756
2647	200045	177683
2648	200114	177602
2649	200186	177523
2650	200261	177447
2651	200339	177374
2652	200409	177294
2653	200482	177216
2654	200552	177135
2655	200623	177056
2656	200697	176978
2657	200765	176897
2658	200829	176811
2659	200903	176734
2660	200975	176655
2661	201046	176576
2662	201117	176496
2663	201193	176421
2664	201260	176339
2665	201332	176260
2666	201400	176177
2667	201475	176102
2668	201547	176023
2669	201613	175940
2670	201683	175859
2671	201760	175785
2672	201833	175708
2673	201901	175625
2674	201978	175551
2675	202045	175468
2676	202119	175391
2677	202190	175312
2678	202264	175235
2679	202334	175155
2680	202404	175075
2681	202480	174999
2682	202547	174916
2683	202618	174837
2684	202687	174756
2685	202758	174676
2686	202832	174600
2687	202902	174520
2688	202971	174439
2689	203043	174360
2690	203113	174280
2691	203180	174197
2692	203264	174129
2693	203333	174048
2694	203399	173965
2695	203475	173889
2696	203546	173810
2697	203612	173727
2698	203688	173652
2699	203759	173573
2700	203828	173492
2701	203899	173413
2702	203965	173329
2703	204038	173251
2704	204115	173177
2705	204185	173096
2706	204252	173014
2707	204327	172939
2708	204397	172858
2709	204472	172783
2710	204543	172703
2711	204612	172623
2712	204683	172543
2713	204750	172460
2714	204821	172381
2715	204890	172300
2716	204962	172223
2717	205032	172142
2718	205102	172062
2719	205174	171984
2720	205243	171903
2721	205322	171830
2722	205398	171756
2723	205464	171673
2724	205532	171591
2725	205603	171512
2726	205670	171429
2727	205745	171354
2728	205812	171271
2729	205883	171192
2730	205958	171116
2731	206029	171037
2732	206105	170962
2733	206171	170879
2734	206247	170804
2735	206316	170723
2736	206399	170654
2737	206467	170573
2738	206536	170492
2739	206604	170410
2740	206677	170333
2741	206747	170253
2742	206813	170171
2743	206882	170089
2744	206954	170011
2745	207024	169931
2746	207098	169855
2747	207168	169775
2748	207244	169700
2749	207313	169620
2750	207386	169543
2751	207459	169465
2752	207529	169385
2753	207597	169304
2754	207669	169225
2755	207739	169146
2756	207811	169068
2757	207881	168988
2758	207951	168908
2759	208018	168826
2760	208094	168752
2761	208175	168680
2762	208244	168600
2763	208317	168522
2764	208387	168443
2765	208466	168371
2766	208534	168289
2767	208604	168210
2768	208680	168135
2769	208747	168052
2770	208818	167974
2771	208887	167894
2772	208956	167813
2773	209025	167733
2774	209094	167652
2775	209163	167571
2776	209231	167490
2777	209302	167412
2778	209370	167330
2779	209440	167251
2780	209520	167179
2781	209586	167096
2782	209658	167018
2783	209728	166939
2784	209802	166862
2785	209871	166782
2786	209939	166701
2787	210007	166619
2788	210078	166540
2789	210144	166458
2790	210214	166378
2791	210287	166302
2792	210355	166221
2793	210425	166141
2794	210502	166067
2795	210584	165996
2796	210664	165925
2797	210739	165850
2798	210812	165772
2799	210883	165693
2800	210950	165612
2801	211026	165537
2802	211093	165455
2803	211164	165376
2804	211236	165298
2805	211310	165222
2806	211389	165150
2807	211460	165071
2808	211530	164992
2809	211609	164919
2810	211679	164840
2811	211751	164762
2812	211824	164685
2813	211893	164604
2814	211961	164524
2815	212032	164445
2816	212103	164366
2817	212168	164283
2818	212241	164206
2819	212312	164127
2820	212379	164046
2821	212448	163966
2822	212520	163888
2823	212593	163811
2824	212667	163735
2825	212737	163655
2826	212806	163575
2827	212883	163501
2828	212951	163421
2829	213023	163343
2830	213094	163264
2831	213161	163183
2832	213232	163104
2833	213310	163030
2834	213378	162950
2835	213446	162869
2836	213514	162788
2837	213586	162711
2838	213658	162633
2839	213733	162557
2840	213799	162475
2841	213874	162399
2842	213950	162325
2843	214026	162250
2844	214101	162174
2845	214178	162101
2846	214260	162031
2847	214338	161957
2848	214421	161888
2849	214494	161811
2850	214563	161731
2851	214636	161654
2852	214715	161582
2853	214786	161503
2854	214860	161427
2855	214928	161346
2856	214998	161267
2857	215073	161192
2858	215143	161113
2859	215218	161037
2860	215287	160957
2861	215361	160881
2862	215431	160802
2863	215504	160725
2864	215576	160647
2865	215648	160570
2866	215731	160500
2867	215805	160424
2868	215873	160343
2869	215940	160262
2870	216019	160190
2871	216085	160108
2872	216164	160035
2873	216231	159954
2874	216302	159875
2875	216378	159800
2876	216447	159721
2877	216515	159640
2878	216588	159563
2879	216658	159484
2880	216730	159406
2881	216805	159331
2882	216877	159253
2883	216943	159172
2884	217015	159094
2885	217081	159012
2886	217155	158936
2887	217228	158859
2888	217296	158778
2889	217363	158697
2890	217437	158621
2891	217506	158542
2892	217574	158461
2893	217645	158382
2894	217715	158304
2895	217787	158226
2896	217860	158150
2897	217929	158070
2898	218002	157993
2899	218073	157914
2900	218145	157837
2901	218217	157760
2902	218289	157683
2903	218362	157606
2904	218430	157525
2905	218508	157452
2906	218577	157373
2907	218645	157292
2908	218710	157209
2909	218780	157130
2910	218856	157056
2911	218926	156977
2912	218996	156898
2913	219067	156820
2914	219139	156742
2915	219208	156663
2916	219272	156580
2917	219342	156501
2918	219408	156419
2919	219477	156339
2920	219545	156260
2921	219613	156179
2922	219679	156098
2923	219751	156020
2924	219819	155940
2925	219896	155866
2926	219965	155786
2927	220030	155704
2928	220107	155631
2929	220177	155552
2930	220248	155473
2931	220312	155391
2932	220387	155315
2933	220458	155237
2934	220528	155158
2935	220596	155078
2936	220666	155000
2937	220738	154922
2938	220808	154843
2939	220880	154766
2940	220955	154691
2941	221025	154612
2942	221100	154537
2943	221167	154456
2944	221235	154376
2945	221307	154299
2946	221378	154221
2947	221449	154143
2948	221518	154063
2949	221590	153986
2950	221658	153906
2951	221729	153828
2952	221798	153749
2953	221866	153669
2954	221937	153591
2955	222012	153516
2956	222085	153439
2957	222154	153360
2958	222225	153282
2959	222301	153208
2960	222376	153132
2961	222447	153054
2962	222519	152977
2963	222587	152897
2964	222654	152817
2965	222732	152743
2966	222800	152663
2967	222869	152584
2968	222944	152509
2969	223022	152436
2970	223091	152356
2971	223157	152275
2972	223229	152198
2973	223299	152120
2974	223370	152041
2975	223438	151962
2976	223513	151887
2977	223581	151807
2978	223651	151728
2979	223718	151648
2980	223788	151569
2981	223855	151488
2982	223925	151410
2983	224010	151342
2984	224081	151264
2985	224154	151187
2986	224225	151110
2987	224294	151031
2988	224367	150954
2989	224438	150876
2990	224508	150798
2991	224579	150720
2992	224651	150643
2993	224723	150566
2994	224788	150484
2995	224860	150407
2996	224930	150329
2997	225001	150250
2998	225081	150179
2999	225149	150099
3000	225220	150022
3001	225294	149946
3002	225361	149865
3003	225440	149793
3004	225515	149718
3005	225585	149639
3006	225651	149559
3007	225723	149481
3008	225789	149400
3009	225856	149320
3010	225936	149248
3011	226010	149173
3012	226092	149102
3013	226162	149024
3014	226232	148945
3015	226297	148864
3016	226368	148786
3017	226439	148708
3018	226506	148628
3019	226577	148551
3020	226643	148469
3021	226713	148391
3022	226785	148314
3023	226857	148237
3024	226935	148164
3025	227003	148085
3026	227071	148005
3027	227145	147929
3028	227216	147852
3029	227288	147775
3030	227361	147699
3031	227434	147622
3032	227506	147545
3033	227576	147467
3034	227652	147392
3035	227719	147312
3036	227792	147236
3037	227862	147158
3038	227935	147081
3039	228004	147002
3040	228074	146924
3041	228154	146852
3042	228227	146776
3043	228292	146695
3044	228360	146615
3045	228432	146538
3046	228500	146459
3047	228571	146381
3048	228642	146304
3049	228724	146233
3050	228791	146153
3051	228861	146075
3052	228934	145999
3053	229003	145920
3054	229069	145839
3055	229139	145761
3056	229217	145688
3057	229295	145615
3058	229378	145545
3059	229444	145465
3060	229514	145386
3061	229589	145311
3062	229656	145231
3063	229728	145154
3064	229803	145080
3065	229879	145005
3066	229949	144927
3067	230020	144849
3068	230089	144770
3069	230158	144692
3070	230238	144620
3071	230310	144544
3072	230379	144465
3073	230453	144389
3074	230525	144312
3075	230596	144235
3076	230670	144159
3077	230746	144085
3078	230825	144013
3079	230899	143937
3080	230966	143857
3081	231031	143776
3082	231101	143698
3083	231171	143619
3084	231241	143542
3085	231318	143468
3086	231387	143389
3087	231455	143310
3088	231524	143231
3089	231592	143152
3090	231663	143075
3091	231735	142998
3092	231809	142923
3093	231877	142843
3094	231952	142769
3095	232017	142687
3096	232087	142609
3097	232162	142534
3098	232230	142455
3099	232304	142380
3100	232375	142302
3101	232446	142225
3102	232514	142146
3103	232583	142067
3104	232652	141989
3105	232717	141908
3106	232789	141831
3107	232863	141755
3108	232931	141677
3109	233004	141600
3110	233075	141523
3111	233147	141446
3112	233221	141371
3113	233294	141295
3114	233373	141222
3115	233440	141142
3116	233513	141066
3117	233581	140988
3118	233653	140911
3119	233719	140830
3120	233794	140756
3121	233865	140679
3122	233937	140602
3123	234008	140524
3124	234079	140447
3125	234149	140370
3126	234221	140293
3127	234290	140214
3128	234362	140137
3129	234431	140059
3130	234503	139983
3131	234574	139905
3132	234644	139828
3133	234719	139753
3134	234786	139673
3135	234851	139592
3136	234928	139519
3137	234997	139440
3138	235067	139362
3139	235135	139284
3140	235207	139207
3141	235274	139127
3142	235345	139051
3143	235431	138982
3144	235500	138904
3145	235568	138825
3146	235640	138748
3147	235712	138672
3148	235783	138595
3149	235859	138520
3150	235932	138444
3151	236004	138368
3152	236074	138290
3153	236145	138213
3154	236217	138136
3155	236288	138059
3156	236355	137980
3157	236433	137906
3158	236509	137832
3159	236579	137754
3160	236647	137676
3161	236717	137598
3162	236784	137519
3163	236853	137440
3164	236922	137362
3165	236990	137283
3166	237062	137207
3167	237132	137129
3168	237205	137053
3169	237273	136975
3170	237342	136896
3171	237410	136818
3172	237494	136748
3173	237568	136673
3174	237637	136594
3175	237714	136521
3176	237784	136443
3177	237853	136365
3178	237923	136287
3179	237992	136209
3180	238061	136131
3181	238138	136057
3182	238209	135980
3183	238282	135904
3184	238351	135826
3185	238423	135750
3186	238495	135673
3187	238569	135598
3188	238645	135524
3189	238713	135445
3190	238781	135367
3191	238850	135288
3192	238917	135209
3193	238990	135133
3194	239061	135056
3195	239133	134980
3196	239203	134902
3197	239276	134826
3198	239345	134748
3199	239415	134671
3200	239486	134594
3201	239568	134523
3202	239639	134446
3203	239719	134374
3204	239804	134305
3205	239880	134231
3206	239960	134159
3207	240039	134086
3208	240122	134016
3209	240198	133942
3210	240273	133867
3211	240354	133796
3212	240432	133723
3213	240507	133648
3214	240579	133572
3215	240656	133498
3216	240723	133419
3217	240809	133350
3218	240879	133272
