iter	Passed	Remaining
612	39768	284604
613	39829	284518
614	39887	284400
615	39947	284302
616	40008	284208
617	40093	284284
618	40160	284240
619	40280	284561
620	40369	284666
621	40445	284676
622	40514	284644
623	40621	284870
624	40714	285003
625	40812	285164
626	40951	285612
627	41106	286174
628	41179	286158
629	41284	286369
630	41386	286556
631	41485	286721
632	41589	286921
633	41703	287188
634	41790	287265
635	41873	287320
636	41940	287260
637	42007	287204
638	42069	287113
639	42133	287032
640	42196	286946
641	42263	286890
642	42329	286828
643	42391	286733
644	42455	286654
645	42516	286560
646	42581	286489
647	42643	286396
648	42713	286355
649	42782	286314
650	42847	286241
651	42910	286160
652	42974	286080
653	43039	286008
654	43103	285932
655	43169	285863
656	43239	285826
657	43303	285750
658	43368	285678
659	43432	285601
660	43498	285538
661	43565	285478
662	43629	285402
663	43695	285336
664	43767	285309
665	43832	285242
666	43894	285148
667	43957	285067
668	44018	284968
669	44082	284891
670	44147	284821
671	44223	284820
672	44289	284753
673	44375	284818
674	44466	284915
675	44578	285145
676	44666	285218
677	44751	285274
678	44871	285550
679	44972	285708
680	45075	285874
681	45169	285983
682	45264	286099
683	45351	286163
684	45451	286311
685	45566	286552
686	45666	286692
687	45780	286926
688	45882	287084
689	45997	287315
690	46095	287448
691	46211	287687
692	46315	287849
693	46393	287853
694	46483	287932
695	46570	287987
696	46650	288001
697	46737	288060
698	46832	288166
699	46928	288277
700	47047	288529
701	47134	288581
702	47224	288652
703	47305	288674
704	47382	288665
705	47483	288803
706	47577	288896
707	47665	288957
708	47754	289020
709	47843	289081
710	47935	289163
711	48031	289265
712	48130	289392
713	48226	289491
714	48319	289577
715	48416	289688
716	48508	289767
717	48601	289847
718	48699	289962
719	48789	290028
720	48875	290067
721	48978	290210
722	49072	290293
723	49191	290529
724	49276	290564
725	49347	290511
726	49436	290569
727	49536	290688
728	49626	290747
729	49721	290839
730	49811	290896
731	49917	291047
732	50006	291100
733	50105	291213
734	50216	291392
735	50311	291478
736	50400	291528
737	50499	291635
738	50594	291723
739	50693	291830
740	50788	291911
741	50881	291987
742	50977	292072
743	51073	292164
744	51163	292217
745	51273	292381
746	51367	292460
747	51455	292501
748	51554	292600
749	51657	292723
750	51746	292772
751	51840	292843
752	51928	292880
753	52021	292945
754	52119	293044
755	52207	293079
756	52310	293203
757	52413	293322
758	52502	293361
759	52600	293452
760	52687	293486
761	52777	293530
762	52869	293588
763	52966	293671
764	53060	293742
765	53156	293818
766	53244	293850
767	53343	293946
768	53436	294002
769	53540	294125
770	53642	294233
771	53722	294221
772	53812	294265
773	53906	294328
774	54000	294389
775	54099	294480
776	54194	294547
777	54284	294587
778	54384	294679
779	54484	294777
780	54583	294863
781	54676	294919
782	54774	295001
783	54873	295084
784	54961	295111
785	55055	295170
786	55152	295244
787	55241	295274
788	55337	295345
789	55440	295447
790	55535	295509
791	55631	295578
792	55725	295635
793	55818	295682
794	55917	295763
795	56030	295919
796	56143	296074
797	56246	296175
798	56356	296310
799	56463	296434
800	56588	296646
801	56680	296686
802	56764	296687
803	56858	296741
804	56954	296799
805	57054	296883
806	57152	296952
807	57239	296964
808	57332	297010
809	57427	297064
810	57516	297086
811	57623	297202
812	57709	297208
813	57807	297275
814	57894	297283
815	57989	297338
816	58091	297426
817	58191	297502
818	58308	297666
819	58451	297962
820	58554	298051
821	58665	298181
822	58766	298260
823	58864	298325
824	58952	298332
825	59061	298452
826	59150	298469
827	59243	298504
828	59330	298510
829	59432	298595
830	59530	298656
831	59619	298669
832	59715	298722
833	59830	298867
834	59925	298911
835	60028	298991
836	60115	298998
837	60211	299043
838	60314	299126
839	60412	299184
840	60510	299241
841	60605	299283
842	60694	299294
843	60790	299340
844	60904	299477
845	61013	299585
846	61103	299603
847	61203	299664
848	61301	299720
849	61410	299828
850	61511	299896
851	61607	299939
852	61707	299999
853	61807	300064
854	61919	300181
855	62021	300255
856	62110	300259
857	62215	300343
858	62314	300402
859	62417	300473
860	62516	300528
861	62615	300581
862	62711	300622
863	62798	300619
864	62893	300654
865	63007	300775
866	63101	300805
867	63190	300812
868	63282	300828
869	63369	300825
870	63467	300871
871	63565	300913
872	63663	300962
873	63752	300965
874	63849	301006
875	63945	301040
876	64050	301115
877	64146	301152
878	64244	301195
879	64343	301244
880	64441	301286
881	64530	301290
882	64620	301292
883	64721	301351
884	64834	301462
885	64936	301523
886	65036	301572
887	65131	301599
888	65227	301633
889	65327	301679
890	65426	301726
891	65527	301780
892	65626	301822
893	65721	301848
894	65816	301874
895	65908	301885
896	66003	301908
897	66106	301970
898	66214	302052
899	66312	302092
900	66412	302136
901	66501	302130
902	66587	302116
903	66675	302106
904	66764	302100
905	66862	302136
906	66971	302220
907	67063	302229
908	67171	302310
909	67276	302372
910	67379	302429
911	67469	302430
912	67570	302477
913	67665	302494
914	67753	302484
915	67844	302484
916	67944	302525
917	68034	302524
918	68123	302517
919	68221	302548
920	68319	302577
921	68406	302560
922	68498	302566
923	68597	302600
924	68689	302603
925	68780	302603
926	68876	302625
927	68971	302643
928	69068	302666
929	69158	302659
930	69243	302635
931	69352	302708
932	69446	302721
933	69536	302714
934	69631	302730
935	69730	302761
936	69825	302775
937	69917	302778
938	70011	302787
939	70109	302811
940	70200	302810
941	70290	302802
942	70405	302900
943	70494	302888
944	70592	302912
945	70690	302938
946	70779	302925
947	70882	302972
948	70980	302992
949	71075	303004
950	71171	303021
951	71271	303054
952	71372	303091
953	71473	303124
954	71573	303155
955	71666	303158
956	71757	303151
957	71858	303185
958	71953	303195
959	72033	303141
960	72123	303130
961	72225	303165
962	72314	303148
963	72409	303156
964	72509	303188
965	72611	303224
966	72704	303224
967	72794	303212
968	72890	303222
969	72981	303213
970	73074	303210
971	73165	303199
972	73265	303227
973	73358	303227
974	73448	303210
975	73540	303202
976	73633	303202
977	73728	303205
978	73833	303252
979	73936	303288
980	74026	303274
981	74119	303270
982	74219	303293
983	74310	303285
984	74401	303273
985	74492	303259
986	74589	303269
987	74694	303313
988	74788	303312
989	74892	303353
990	74988	303358
991	75083	303362
992	75173	303342
993	75266	303337
994	75361	303339
995	75446	303301
996	75537	303285
997	75625	303260
998	75727	303288
999	75825	303301
1000	75920	303301
1001	76007	303269
1002	76101	303268
1003	76199	303278
1004	76289	303261
1005	76390	303285
1006	76483	303274
1007	76584	303297
1008	76682	303311
1009	76798	303391
1010	76895	303396
1011	76989	303391
1012	77078	303369
1013	77174	303369
1014	77264	303350
1015	77358	303342
1016	77456	303352
1017	77550	303345
1018	77638	303315
1019	77732	303307
1020	77825	303298
1021	77920	303293
1022	78012	303279
1023	78100	303250
1024	78193	303236
1025	78291	303245
1026	78391	303260
1027	78492	303279
1028	78574	303226
1029	78658	303179
1030	78754	303178
1031	78848	303170
1032	78959	303226
1033	79060	303243
1034	79157	303245
1035	79252	303242
1036	79339	303204
1037	79425	303164
1038	79523	303168
1039	79610	303130
1040	79699	303102
1041	79799	303114
1042	79899	303129
1043	79996	303129
1044	80091	303119
1045	80183	303101
1046	80278	303096
1047	80375	303095
1048	80473	303097
1049	80574	303114
1050	80683	303157
1051	80777	303147
1052	80884	303184
1053	80985	303196
1054	81085	303204
1055	81163	303133
1056	81248	303087
1057	81344	303082
1058	81432	303045
1059	81518	303003
1060	81611	302984
1061	81706	302976
1062	81800	302963
1063	81886	302919
1064	81975	302887
1065	82075	302893
1066	82171	302887
1067	82266	302877
1068	82361	302866
1069	82450	302833
1070	82543	302814
1071	82632	302781
1072	82742	302824
1073	82844	302838
1074	82932	302799
1075	83016	302746
1076	83124	302783
1077	83226	302795
1078	83326	302800
1079	83422	302793
1080	83506	302741
1081	83593	302699
1082	83691	302695
1083	83781	302663
1084	83869	302625
1085	83956	302582
1086	84045	302547
1087	84137	302525
1088	84236	302524
1089	84322	302478
1090	84409	302434
1091	84500	302406
1092	84594	302390
1093	84682	302350
1094	84782	302352
1095	84865	302295
1096	84948	302237
1097	85051	302250
1098	85141	302219
1099	85245	302234
1100	85341	302221
1101	85435	302201
1102	85527	302175
1103	85614	302132
1104	85711	302122
1105	85800	302085
1106	85898	302081
1107	85996	302075
1108	86090	302055
1109	86195	302072
1110	86294	302071
1111	86393	302066
1112	86489	302051
1113	86580	302021
1114	86686	302040
1115	86797	302081
1116	86882	302027
1117	86978	302011
1118	87063	301961
1119	87155	301932
1120	87245	301896
1121	87334	301857
1122	87432	301847
1123	87523	301815
1124	87619	301799
1125	87708	301762
1126	87806	301750
1127	87912	301771
1128	88030	301829
1129	88144	301876
1130	88233	301836
1131	88331	301824
1132	88429	301815
1133	88532	301821
1134	88626	301797
1135	88718	301767
1136	88806	301724
1137	88905	301717
1138	89021	301765
1139	89119	301755
1140	89219	301749
1141	89323	301760
1142	89410	301713
1143	89499	301670
1144	89628	301760
1145	89725	301746
1146	89817	301713
1147	89906	301670
1148	89992	301621
1149	90082	301580
1150	90171	301536
1151	90265	301512
1152	90356	301475
1153	90443	301426
1154	90526	301363
1155	90629	301365
1156	90713	301307
1157	90802	301262
1158	90890	301217
1159	90977	301166
1160	91065	301120
1161	91150	301062
1162	91239	301021
1163	91320	300948
1164	91392	300849
1165	91465	300752
1166	91536	300650
1167	91617	300579
1168	91692	300489
1169	91759	300374
1170	91831	300274
1171	91903	300175
1172	91972	300068
1173	92044	299968
1174	92121	299884
1175	92193	299786
1176	92265	299686
1177	92336	299585
1178	92406	299479
1179	92481	299390
1180	92547	299272
1181	92621	299178
1182	92702	299107
1183	92769	298992
1184	92844	298905
1185	92915	298801
1186	92985	298696
1187	93064	298621
1188	93145	298550
1189	93222	298467
1190	93288	298352
1191	93360	298253
1192	93437	298170
1193	93511	298077
1194	93588	297996
1195	93659	297893
1196	93733	297800
1197	93805	297703
1198	93877	297605
1199	93947	297500
1200	94017	297395
1201	94084	297283
1202	94160	297195
1203	94228	297085
1204	94294	296969
1205	94364	296863
1206	94433	296757
1207	94505	296660
1208	94576	296557
1209	94647	296458
1210	94717	296353
1211	94788	296251
1212	94864	296168
1213	94935	296068
1214	95004	295961
1215	95080	295876
1216	95151	295773
1217	95222	295674
1218	95294	295576
1219	95368	295486
1220	95472	295488
1221	95587	295524
1222	95698	295547
1223	95805	295557
1224	95911	295562
1225	96003	295527
1226	96080	295446
1227	96158	295367
1228	96244	295311
1229	96321	295229
1230	96400	295152
1231	96472	295054
1232	96546	294962
1233	96622	294878
1234	96693	294777
1235	96761	294668
1236	96838	294587
1237	96924	294532
1238	97017	294498
1239	97117	294486
1240	97213	294461
1241	97302	294414
1242	97399	294391
1243	97485	294338
1244	97559	294246
1245	97628	294138
1246	97701	294044
1247	97774	293949
1248	97851	293866
1249	97960	293880
1250	98053	293848
1251	98150	293823
1252	98247	293800
1253	98346	293784
1254	98434	293734
1255	98511	293653
1256	98580	293546
1257	98652	293448
1258	98725	293354
1259	98800	293264
1260	98872	293168
1261	98943	293066
1262	99029	293010
1263	99124	292981
1264	99219	292951
1265	99301	292885
1266	99373	292786
1267	99445	292691
1268	99518	292594
1269	99586	292485
1270	99661	292396
1271	99732	292297
1272	99808	292210
1273	99881	292118
1274	99962	292047
1275	100045	291983
1276	100123	291902
1277	100206	291836
1278	100279	291744
1279	100354	291656
1280	100434	291581
1281	100509	291494
1282	100584	291406
1283	100669	291346
1284	100746	291264
1285	100818	291166
1286	100893	291077
1287	100963	290975
1288	101030	290864
1289	101107	290781
1290	101174	290671
1291	101240	290555
1292	101310	290456
1293	101383	290362
1294	101452	290256
1295	101524	290160
1296	101593	290053
1297	101664	289954
1298	101734	289854
1299	101805	289755
1300	101879	289664
1301	101950	289563
1302	102024	289474
1303	102094	289373
1304	102178	289308
1305	102248	289209
1306	102320	289111
1307	102393	289018
1308	102463	288917
1309	102535	288821
1310	102606	288723
1311	102676	288620
1312	102749	288529
1313	102836	288473
1314	102928	288435
1315	103020	288395
1316	103114	288359
1317	103214	288343
1318	103329	288366
1319	103424	288334
1320	103506	288267
1321	103576	288164
1322	103658	288097
1323	103778	288133
1324	103859	288062
1325	103940	287991
1326	104027	287938
1327	104117	287889
1328	104205	287838
1329	104288	287774
1330	104393	287769
1331	104478	287709
1332	104562	287644
1333	104658	287613
1334	104742	287550
1335	104828	287494
1336	104926	287468
1337	105012	287411
1338	105076	287294
1339	105140	287173
1340	105205	287058
1341	105266	286933
1342	105352	286874
1343	105428	286791
1344	105513	286731
1345	105598	286669
1346	105664	286558
1347	105753	286507
1348	105840	286452
1349	105921	286379
1350	105995	286289
1351	106059	286172
1352	106137	286093
1353	106225	286039
1354	106301	285953
1355	106383	285886
1356	106461	285806
1357	106551	285758
1358	106635	285694
1359	106718	285629
1360	106796	285548
1361	106860	285432
1362	106944	285368
1363	107023	285291
1364	107101	285211
1365	107170	285108
1366	107236	284996
1367	107314	284916
1368	107418	284907
1369	107485	284796
1370	107546	284672
1371	107625	284596
1372	107703	284516
1373	107782	284438
1374	107863	284366
1375	107942	284291
1376	108013	284193
1377	108076	284074
1378	108157	284000
1379	108238	283931
1380	108315	283847
1381	108400	283786
1382	108476	283701
1383	108546	283602
1384	108623	283519
1385	108708	283458
1386	108785	283376
1387	108869	283311
1388	108937	283205
1389	109003	283094
1390	109067	282978
1391	109129	282858
1392	109191	282738
1393	109254	282620
1394	109317	282502
1395	109378	282378
1396	109445	282270
1397	109528	282205
1398	109618	282155
1399	109699	282084
1400	109772	281992
1401	109843	281895
1402	109919	281810
1403	109999	281736
1404	110088	281684
1405	110175	281630
1406	110242	281520
1407	110329	281466
1408	110410	281394
1409	110488	281315
1410	110565	281231
1411	110646	281162
1412	110728	281092
1413	110803	281004
1414	110881	280925
1415	110967	280866
1416	111038	280770
1417	111121	280703
1418	111204	280636
1419	111296	280591
1420	111381	280532
1421	111453	280436
1422	111531	280356
1423	111619	280304
1424	111700	280229
1425	111777	280149
1426	111845	280043
1427	111920	279956
1428	112000	279883
1429	112084	279819
1430	112161	279736
1431	112237	279653
1432	112314	279570
1433	112391	279489
1434	112471	279414
1435	112549	279336
1436	112616	279229
1437	112694	279149
1438	112775	279078
1439	112859	279012
1440	112940	278942
1441	113014	278853
1442	113093	278775
1443	113174	278704
1444	113263	278651
1445	113330	278544
1446	113395	278433
1447	113473	278355
1448	113554	278282
1449	113634	278209
1450	113713	278131
1451	113777	278018
1452	113854	277937
1453	113933	277858
1454	114008	277772
1455	114091	277706
1456	114165	277618
1457	114243	277539
1458	114327	277472
1459	114406	277395
1460	114486	277322
1461	114548	277205
1462	114626	277124
1463	114711	277061
1464	114802	277015
1465	114879	276933
1466	114960	276860
1467	115025	276751
1468	115093	276646
1469	115160	276542
1470	115231	276445
1471	115298	276340
1472	115365	276233
1473	115429	276122
1474	115496	276017
1475	115563	275911
1476	115622	275786
1477	115687	275677
1478	115748	275558
1479	115818	275459
1480	115890	275366
1481	115951	275247
1482	116012	275128
1483	116078	275021
1484	116139	274902
1485	116212	274812
1486	116293	274741
1487	116382	274688
1488	116448	274580
1489	116508	274460
1490	116574	274353
1491	116639	274242
1492	116702	274129
1493	116769	274025
1494	116831	273909
1495	116903	273815
1496	116970	273712
1497	117026	273582
1498	117088	273466
1499	117152	273355
1500	117223	273261
1501	117302	273185
1502	117375	273096
1503	117446	272999
1504	117511	272891
1505	117579	272791
1506	117648	272691
1507	117733	272629
1508	117825	272583
1509	117885	272463
1510	117952	272359
1511	118023	272266
1512	118096	272176
1513	118186	272124
1514	118259	272035
1515	118319	271915
1516	118379	271797
1517	118453	271708
1518	118541	271654
1519	118623	271586
1520	118697	271499
1521	118756	271377
1522	118820	271266
1523	118885	271157
1524	118954	271060
1525	119036	270991
1526	119115	270914
1527	119182	270812
1528	119242	270693
1529	119310	270593
1530	119379	270494
1531	119467	270439
1532	119540	270351
1533	119601	270234
1534	119661	270114
1535	119731	270018
1536	119790	269897
1537	119847	269773
1538	119912	269666
1539	119978	269561
1540	120074	269525
1541	120156	269454
1542	120215	269336
1543	120272	269211
1544	120348	269128
1545	120407	269008
1546	120469	268894
1547	120535	268792
1548	120597	268677
1549	120661	268569
1550	120736	268484
1551	120799	268373
1552	120860	268258
1553	120926	268155
1554	120985	268035
1555	121052	267933
1556	121121	267836
1557	121185	267728
1558	121245	267612
1559	121313	267512
1560	121374	267396
1561	121432	267276
1562	121502	267180
1563	121563	267067
1564	121623	266949
1565	121693	266855
1566	121758	266749
1567	121823	266644
1568	121886	266535
1569	121947	266421
1570	122006	266301
1571	122073	266201
1572	122153	266128
1573	122230	266048
1574	122314	265985
1575	122392	265909
1576	122478	265848
1577	122545	265748
1578	122603	265628
1579	122670	265526
1580	122737	265425
1581	122799	265316
1582	122858	265198
1583	122958	265169
1584	123052	265125
1585	123158	265108
1586	123257	265076
1587	123355	265042
1588	123432	264964
1589	123510	264887
1590	123585	264804
1591	123661	264723
1592	123736	264638
1593	123811	264556
1594	123887	264474
1595	123969	264406
1596	124043	264321
1597	124125	264252
1598	124206	264180
1599	124282	264100
1600	124356	264013
1601	124431	263931
1602	124496	263826
1603	124566	263732
1604	124640	263646
1605	124709	263552
1606	124775	263450
1607	124844	263353
1608	124914	263260
1609	124987	263172
1610	125054	263073
1611	125126	262982
1612	125201	262899
1613	125283	262831
1614	125354	262739
1615	125422	262642
1616	125496	262556
1617	125566	262463
1618	125636	262369
1619	125708	262281
1620	125781	262192
1621	125853	262103
1622	125923	262011
1623	125990	261911
1624	126068	261834
1625	126137	261739
1626	126206	261643
1627	126271	261539
1628	126347	261459
1629	126416	261363
1630	126483	261265
1631	126560	261185
1632	126628	261089
1633	126700	260999
1634	126773	260914
1635	126846	260825
1636	126920	260741
1637	126991	260650
1638	127064	260562
1639	127135	260472
1640	127208	260386
1641	127283	260304
1642	127365	260235
1643	127439	260149
1644	127510	260060
1645	127581	259969
1646	127654	259880
1647	127724	259788
1648	127794	259696
1649	127865	259605
1650	127936	259514
1651	128007	259424
1652	128082	259341
1653	128151	259246
1654	128218	259148
1655	128286	259051
1656	128353	258954
1657	128433	258880
1658	128501	258784
1659	128577	258705
1660	128663	258644
1661	128765	258615
1662	128851	258555
1663	128927	258474
1664	129007	258403
