iter	Logloss
1512	0.1671241046
1513	0.1671201328
1514	0.167112561
1515	0.1671069835
1516	0.1671024088
1517	0.1671003128
1518	0.1670948519
1519	0.1670903192
1520	0.1670855204
1521	0.1670794833
1522	0.1670747726
1523	0.1670716695
1524	0.1670640604
1525	0.1670590112
1526	0.1670497732
1527	0.1670447107
1528	0.1670392488
1529	0.1670308178
1530	0.1670249557
1531	0.1670189961
1532	0.1670125695
1533	0.167007427
1534	0.1669976798
1535	0.1669932947
1536	0.1669863323
1537	0.1669788303
1538	0.166974777
1539	0.1669661873
1540	0.1669619931
1541	0.1669580503
1542	0.1669547194
1543	0.1669487093
1544	0.1669406401
1545	0.1669340609
1546	0.1669310019
1547	0.1669239369
1548	0.1669223934
1549	0.1669164234
1550	0.1669064323
1551	0.1669033223
1552	0.1669009051
1553	0.1668943787
1554	0.1668890469
1555	0.1668853907
1556	0.1668824777
1557	0.1668789998
1558	0.1668725995
1559	0.1668674789
1560	0.1668639774
1561	0.1668579973
1562	0.1668523943
1563	0.1668443877
1564	0.1668386987
1565	0.1668341726
1566	0.1668314327
1567	0.1668231731
1568	0.1668158765
1569	0.1668050643
1570	0.1667999806
1571	0.1667907621
1572	0.1667847892
1573	0.166776214
1574	0.1667687579
1575	0.1667673699
1576	0.1667618383
1577	0.1667585442
1578	0.1667523823
1579	0.1667495848
1580	0.1667431
1581	0.1667407744
1582	0.1667363677
1583	0.1667275345
1584	0.166722896
1585	0.1667212881
1586	0.1667143919
1587	0.166709709
1588	0.1667041407
1589	0.1666977526
1590	0.1666908459
1591	0.1666897669
1592	0.1666867741
1593	0.166676592
1594	0.1666720792
1595	0.166667433
1596	0.1666641783
1597	0.1666578099
1598	0.166654752
1599	0.1666485716
1600	0.1666424863
1601	0.1666361704
1602	0.1666344554
1603	0.1666283181
1604	0.166621512
1605	0.1666141223
1606	0.1666072158
1607	0.1666015219
1608	0.1665921051
1609	0.1665862967
1610	0.1665826017
1611	0.1665771452
1612	0.166567392
1613	0.166558239
1614	0.1665546087
1615	0.166546203
1616	0.1665413765
1617	0.1665338491
1618	0.1665277278
1619	0.1665211678
1620	0.1665131782
1621	0.1665090307
1622	0.1665051417
1623	0.1664977875
1624	0.1664915267
1625	0.1664877185
1626	0.1664812986
1627	0.166473349
1628	0.1664684531
1629	0.1664609364
1630	0.1664551335
1631	0.1664522451
1632	0.166449511
1633	0.1664458188
1634	0.1664408349
1635	0.1664393772
1636	0.1664336314
1637	0.1664310066
1638	0.1664232872
1639	0.1664199109
1640	0.1664138858
1641	0.1664073992
1642	0.166399576
1643	0.1663939605
1644	0.1663862643
1645	0.1663783413
1646	0.1663703469
1647	0.1663621041
1648	0.1663563946
1649	0.1663494867
1650	0.1663458285
1651	0.1663355364
1652	0.1663328713
1653	0.1663261614
1654	0.166320191
1655	0.1663157568
1656	0.1663121294
1657	0.1663017691
1658	0.1662975667
1659	0.1662925207
1660	0.166288328
1661	0.1662813719
1662	0.1662753003
1663	0.1662678127
1664	0.1662602312
1665	0.1662582897
1666	0.1662492628
1667	0.1662429756
1668	0.1662375797
1669	0.1662294407
1670	0.1662239343
1671	0.1662199518
1672	0.1662154519
1673	0.1662118658
1674	0.1662062817
1675	0.1661971061
1676	0.1661850545
1677	0.1661761279
1678	0.1661721779
1679	0.1661650733
1680	0.1661582809
1681	0.1661554539
1682	0.166148758
1683	0.1661417805
1684	0.1661374977
1685	0.166131434
1686	0.1661225808
1687	0.1661143369
1688	0.1661095095
1689	0.1661017051
1690	0.1660964345
1691	0.1660937279
1692	0.1660865408
1693	0.1660812624
1694	0.1660724001
1695	0.1660682037
1696	0.1660588887
1697	0.1660509066
1698	0.1660431924
1699	0.1660353941
1700	0.1660313129
1701	0.166025869
1702	0.1660236413
1703	0.1660161621
1704	0.166012438
1705	0.166007275
1706	0.1660033392
1707	0.1659989174
1708	0.1659919062
1709	0.1659866141
1710	0.1659795005
1711	0.1659719178
1712	0.1659697854
1713	0.1659665848
1714	0.165962683
1715	0.1659590146
1716	0.1659532789
1717	0.1659470858
1718	0.1659459739
1719	0.1659381356
1720	0.1659321766
1721	0.1659292366
1722	0.1659237029
1723	0.1659216456
1724	0.1659124878
1725	0.1659067103
1726	0.1659030393
1727	0.1658966513
1728	0.1658919112
1729	0.1658869905
1730	0.1658820319
1731	0.165874742
1732	0.1658699649
1733	0.1658673152
1734	0.1658607895
1735	0.1658573111
1736	0.165853759
1737	0.1658472027
1738	0.1658414169
1739	0.1658372278
1740	0.1658303737
1741	0.165824929
1742	0.1658223163
1743	0.1658197512
1744	0.1658124129
1745	0.1658091125
1746	0.1658026025
1747	0.1657954505
1748	0.1657871965
1749	0.1657809546
1750	0.1657774333
1751	0.1657705172
1752	0.1657646953
1753	0.1657584902
1754	0.1657524028
1755	0.1657463765
1756	0.1657441724
1757	0.1657381549
1758	0.1657302662
1759	0.1657261333
1760	0.1657185996
1761	0.1657122622
1762	0.1657052625
1763	0.1657003961
1764	0.1656949191
1765	0.1656915788
1766	0.1656852788
1767	0.1656801301
1768	0.1656754888
1769	0.1656738717
1770	0.165672024
1771	0.1656659491
1772	0.1656571571
1773	0.1656537279
1774	0.1656474118
1775	0.1656419892
1776	0.1656353689
1777	0.1656312709
1778	0.1656289049
1779	0.1656245632
1780	0.1656214652
1781	0.1656161087
1782	0.1656103284
1783	0.1656050685
1784	0.1655992031
1785	0.1655941624
1786	0.1655877954
1787	0.1655855223
1788	0.165579551
1789	0.1655739667
1790	0.165565135
1791	0.1655632085
1792	0.1655571285
1793	0.165554275
1794	0.1655482016
1795	0.1655413619
1796	0.1655358954
1797	0.1655305601
1798	0.1655279343
1799	0.1655230875
1800	0.165518432
1801	0.1655135439
1802	0.16550632
1803	0.1655009122
1804	0.1654961652
1805	0.1654877475
1806	0.165482332
1807	0.1654768589
1808	0.165469907
1809	0.1654645421
1810	0.1654590804
1811	0.1654558241
1812	0.1654493128
1813	0.1654451153
1814	0.1654390906
1815	0.1654334021
1816	0.165429328
1817	0.1654218184
1818	0.1654161311
1819	0.1654113109
1820	0.1654089344
1821	0.1654036488
1822	0.1654018232
1823	0.1653958712
1824	0.1653906497
1825	0.1653845234
1826	0.1653798073
1827	0.1653750319
1828	0.1653695755
1829	0.1653636697
1830	0.1653590732
1831	0.1653521265
1832	0.1653483535
1833	0.1653448023
1834	0.1653389263
1835	0.1653336841
1836	0.1653266313
1837	0.1653203686
1838	0.1653135558
1839	0.1653021211
1840	0.1652948405
1841	0.1652867855
1842	0.1652785831
1843	0.1652711594
1844	0.1652683062
1845	0.1652635977
1846	0.1652572768
1847	0.1652546867
1848	0.1652497439
1849	0.1652452571
1850	0.1652371777
1851	0.1652319743
1852	0.1652265335
1853	0.1652193463
1854	0.1652123136
1855	0.1652075375
1856	0.1652021564
1857	0.1651980804
1858	0.1651913956
1859	0.1651868903
1860	0.1651829709
1861	0.1651781833
1862	0.1651705406
1863	0.1651635389
1864	0.1651598715
1865	0.165157915
1866	0.1651535618
1867	0.1651456747
1868	0.1651396657
1869	0.1651347966
1870	0.1651313597
1871	0.1651264201
1872	0.1651203041
1873	0.1651137423
1874	0.1651089866
1875	0.1651042011
1876	0.1650973056
1877	0.1650910599
1878	0.1650823994
1879	0.1650798793
1880	0.1650758106
1881	0.1650666486
1882	0.1650647933
1883	0.1650557304
1884	0.165050845
1885	0.1650429699
1886	0.1650354548
1887	0.1650303705
1888	0.1650266354
1889	0.1650225632
1890	0.1650162046
1891	0.1650087406
1892	0.1650064057
1893	0.1650042637
1894	0.1649961785
1895	0.164989483
1896	0.1649836922
1897	0.1649761149
1898	0.1649702009
1899	0.1649640964
1900	0.1649561594
1901	0.1649508591
1902	0.1649457606
1903	0.1649421275
1904	0.1649361061
1905	0.1649318396
1906	0.1649284641
1907	0.1649242797
1908	0.1649160203
1909	0.1649116199
1910	0.1649077758
1911	0.1649025688
1912	0.1648942464
1913	0.1648864526
1914	0.1648809592
1915	0.1648768793
1916	0.164873022
1917	0.1648667884
1918	0.1648623601
1919	0.164856858
1920	0.1648503141
1921	0.1648473632
1922	0.1648431797
1923	0.1648380246
1924	0.1648342962
1925	0.1648284697
1926	0.1648235883
1927	0.1648188267
1928	0.1648162011
1929	0.1648078911
1930	0.1648002461
1931	0.1647942803
1932	0.1647885049
1933	0.164782289
1934	0.1647788439
1935	0.1647722659
1936	0.164767777
1937	0.1647640692
1938	0.1647583636
1939	0.1647509218
1940	0.1647477748
1941	0.1647408697
1942	0.1647362926
1943	0.1647315873
1944	0.1647269946
1945	0.1647212637
1946	0.1647147759
1947	0.1647099577
1948	0.1647057862
1949	0.1647015381
1950	0.1646948153
1951	0.1646920173
1952	0.164686824
1953	0.1646815216
1954	0.1646733433
1955	0.164669549
1956	0.1646633582
1957	0.164657225
1958	0.1646535215
1959	0.1646457813
1960	0.1646413275
1961	0.1646398886
1962	0.164634921
1963	0.1646306607
1964	0.1646254775
1965	0.1646221681
1966	0.1646176103
1967	0.1646112262
1968	0.1646070475
1969	0.1646038097
1970	0.1645997854
1971	0.1645941508
1972	0.1645848873
1973	0.1645818081
1974	0.1645765395
1975	0.1645694285
1976	0.164561611
1977	0.1645548999
1978	0.1645509785
1979	0.1645478305
1980	0.1645452072
1981	0.1645418229
1982	0.1645390394
1983	0.1645348605
1984	0.16453198
1985	0.1645256554
1986	0.1645225406
1987	0.1645147569
1988	0.1645098077
1989	0.1645045321
1990	0.164496914
1991	0.1644944531
1992	0.1644876086
1993	0.1644810876
1994	0.1644781835
1995	0.164471553
1996	0.1644689069
1997	0.1644660587
1998	0.1644597168
1999	0.1644555935
2000	0.1644509447
2001	0.164442763
2002	0.1644358033
2003	0.1644307154
2004	0.1644291297
2005	0.164422227
2006	0.1644179419
2007	0.1644152325
2008	0.1644133634
2009	0.1644083206
2010	0.1644011732
2011	0.1643945014
2012	0.1643929648
2013	0.1643868137
2014	0.164383237
2015	0.1643746884
2016	0.1643703085
2017	0.1643616779
2018	0.1643558591
2019	0.1643507793
2020	0.1643469823
2021	0.164341961
2022	0.1643361372
2023	0.1643304316
2024	0.1643239523
2025	0.1643223281
2026	0.1643155633
2027	0.1643104494
2028	0.1643085588
2029	0.1643037143
2030	0.1643000462
2031	0.1642918493
2032	0.164285495
2033	0.1642819959
2034	0.1642772352
2035	0.1642682733
2036	0.1642611563
2037	0.1642568554
2038	0.16424957
2039	0.1642466155
2040	0.1642441954
2041	0.164238995
2042	0.1642378822
2043	0.1642311507
2044	0.1642228363
2045	0.1642215685
2046	0.1642138655
2047	0.1642080702
2048	0.1642033433
2049	0.1641989623
2050	0.1641932902
2051	0.1641900897
2052	0.1641856477
2053	0.164177856
2054	0.1641686288
2055	0.1641615974
2056	0.1641571092
2057	0.1641539192
2058	0.1641498345
2059	0.1641448702
2060	0.1641401311
2061	0.1641350554
2062	0.1641310461
2063	0.1641254806
2064	0.1641196135
2065	0.1641096457
2066	0.164106905
2067	0.1640994514
2068	0.16408942
2069	0.1640810093
2070	0.1640770724
2071	0.1640729331
2072	0.164070681
2073	0.1640640296
2074	0.1640583504
2075	0.1640550602
2076	0.1640499162
2077	0.1640469745
2078	0.1640433302
2079	0.1640389175
2080	0.1640316791
2081	0.1640261066
2082	0.1640217178
2083	0.1640188255
2084	0.1640135752
2085	0.1640109018
2086	0.1640039681
2087	0.1639972044
2088	0.1639880749
2089	0.1639855263
2090	0.1639781669
2091	0.1639721966
2092	0.1639662371
2093	0.1639606188
2094	0.1639553836
2095	0.1639467993
2096	0.1639403935
2097	0.1639354384
2098	0.1639321878
2099	0.1639253217
2100	0.1639229837
2101	0.1639135977
2102	0.1639065811
2103	0.1639011429
2104	0.1638966483
2105	0.1638884619
2106	0.1638844462
2107	0.1638804221
2108	0.1638786482
2109	0.1638731453
2110	0.163870244
2111	0.1638688521
2112	0.163861446
2113	0.163858331
2114	0.1638539692
2115	0.16384577
2116	0.1638397906
2117	0.1638360938
2118	0.1638303213
2119	0.1638269872
2120	0.1638233603
2121	0.1638208894
2122	0.163814794
2123	0.1638119526
2124	0.1638041146
2125	0.1637954583
2126	0.1637916565
2127	0.1637858871
2128	0.1637818489
2129	0.1637748179
2130	0.1637724279
2131	0.163767259
2132	0.1637640518
2133	0.1637577077
2134	0.1637539598
2135	0.1637469639
2136	0.1637444777
2137	0.163739296
2138	0.163737176
2139	0.1637329109
2140	0.1637269239
2141	0.1637218764
2142	0.1637183892
2143	0.1637136281
2144	0.1637072109
2145	0.1637002348
2146	0.163697052
2147	0.1636898218
2148	0.1636870083
2149	0.1636816225
2150	0.1636744061
2151	0.1636677054
2152	0.1636649819
2153	0.1636606917
2154	0.1636565567
2155	0.1636518374
2156	0.1636449377
2157	0.1636381339
2158	0.1636342861
2159	0.163629542
2160	0.1636224093
2161	0.1636176208
2162	0.1636101431
2163	0.1636058036
2164	0.1636020915
2165	0.1635989518
2166	0.1635952854
2167	0.1635903627
2168	0.1635846129
2169	0.163579726
2170	0.1635741989
2171	0.1635689883
2172	0.1635651364
2173	0.1635611372
2174	0.1635567982
2175	0.1635500231
2176	0.1635452023
2177	0.1635379745
2178	0.1635304726
2179	0.1635254365
2180	0.1635164771
2181	0.1635096848
2182	0.1635048923
2183	0.1635008619
2184	0.1634951222
2185	0.1634928614
2186	0.1634860774
2187	0.1634828528
2188	0.1634782575
2189	0.1634719363
2190	0.163468027
2191	0.1634599834
2192	0.1634536816
2193	0.1634470314
2194	0.1634438213
2195	0.1634385827
2196	0.1634337441
2197	0.163430789
2198	0.1634208843
2199	0.1634161192
2200	0.1634114574
2201	0.1634077142
2202	0.1634009898
2203	0.163394828
2204	0.1633904243
2205	0.1633863003
2206	0.1633794278
2207	0.1633765765
2208	0.1633706402
2209	0.1633670717
2210	0.1633636956
2211	0.1633615774
2212	0.1633540023
2213	0.1633442876
2214	0.1633374436
2215	0.1633309714
2216	0.163325349
2217	0.163324239
2218	0.1633144701
2219	0.1633051225
2220	0.1633000167
2221	0.1632940575
2222	0.1632889991
2223	0.1632806106
2224	0.1632765631
2225	0.1632718987
2226	0.1632652492
2227	0.1632608619
2228	0.1632567801
2229	0.1632506955
2230	0.1632467195
2231	0.1632404385
2232	0.1632344498
2233	0.16322948
2234	0.1632246782
2235	0.1632173836
2236	0.1632124842
2237	0.1632073177
2238	0.1632034175
2239	0.1632001268
2240	0.1631950263
2241	0.1631892431
2242	0.1631822999
2243	0.1631796098
2244	0.1631742938
2245	0.1631670276
2246	0.1631619635
2247	0.1631564015
2248	0.1631532971
2249	0.1631479048
2250	0.1631372471
2251	0.1631293489
2252	0.1631216968
2253	0.1631118646
2254	0.1631058388
2255	0.1631018899
2256	0.1630960487
2257	0.1630919271
2258	0.1630891974
2259	0.1630852052
2260	0.1630828527
2261	0.1630781261
2262	0.1630746777
2263	0.1630670889
2264	0.1630618973
2265	0.1630553386
2266	0.1630504145
2267	0.1630470083
2268	0.163042302
2269	0.1630362941
2270	0.1630309303
2271	0.1630270067
2272	0.1630191065
2273	0.1630146162
2274	0.1630112091
2275	0.1630086794
2276	0.1630056428
2277	0.163001248
2278	0.1629962411
2279	0.1629937313
2280	0.1629909845
2281	0.1629864952
2282	0.1629821296
2283	0.1629778324
2284	0.1629725507
2285	0.162970801
2286	0.1629637435
2287	0.1629597075
2288	0.1629555163
2289	0.1629517874
2290	0.1629486307
2291	0.1629428919
2292	0.162939083
2293	0.1629340628
2294	0.1629309381
2295	0.1629282483
2296	0.1629218842
2297	0.1629168605
2298	0.1629090042
2299	0.1629048264
2300	0.1629004619
2301	0.1628953936
2302	0.1628938651
2303	0.162887076
2304	0.1628855839
2305	0.1628798593
2306	0.1628751904
2307	0.162869911
2308	0.1628641886
2309	0.1628590897
2310	0.1628518119
2311	0.1628455189
2312	0.1628392377
2313	0.1628366252
2314	0.1628337668
2315	0.1628308165
2316	0.1628276465
2317	0.1628235254
2318	0.1628208452
2319	0.1628178202
2320	0.1628106814
2321	0.1628042795
2322	0.1627990848
2323	0.162795498
2324	0.1627897488
2325	0.1627845782
2326	0.1627785901
2327	0.1627738766
2328	0.1627655332
2329	0.162761784
2330	0.1627596909
2331	0.1627552647
2332	0.1627503994
2333	0.162746462
2334	0.1627385797
2335	0.1627343372
2336	0.1627293301
2337	0.1627229241
2338	0.162721803
2339	0.162718006
2340	0.1627125651
2341	0.1627076014
2342	0.1627041372
2343	0.1626964504
2344	0.1626922743
2345	0.1626892961
2346	0.1626855976
2347	0.162681618
2348	0.1626751482
2349	0.1626720285
2350	0.1626668255
2351	0.1626618426
2352	0.1626556521
2353	0.1626485261
2354	0.1626393607
2355	0.1626366345
2356	0.1626318397
2357	0.1626238226
2358	0.1626169451
2359	0.1626116747
2360	0.1626064376
2361	0.1626050124
2362	0.162603571
2363	0.1625979066
2364	0.1625940901
2365	0.1625901761
2366	0.162584353
2367	0.1625795742
2368	0.1625784847
2369	0.1625761818
2370	0.1625720066
2371	0.1625683691
2372	0.1625650235
2373	0.1625584214
2374	0.1625535408
2375	0.1625484623
2376	0.1625426553
2377	0.1625352148
2378	0.1625268876
2379	0.1625199426
2380	0.1625162547
2381	0.1625135079
2382	0.1625108598
2383	0.1625045278
2384	0.1625012465
2385	0.1624972031
2386	0.1624905623
2387	0.1624848212
2388	0.1624782921
2389	0.1624728964
2390	0.1624701858
2391	0.1624632741
2392	0.1624570953
2393	0.1624486493
2394	0.1624397242
2395	0.1624352879
2396	0.1624323295
2397	0.1624265389
2398	0.1624195664
2399	0.1624145008
2400	0.1624108924
2401	0.1624050201
2402	0.1623998413
2403	0.1623906007
2404	0.1623872594
2405	0.1623830043
2406	0.1623775342
2407	0.1623736107
2408	0.1623712529
2409	0.1623669184
2410	0.1623629062
2411	0.1623600546
2412	0.1623574668
2413	0.1623541066
2414	0.1623489084
2415	0.1623435673
2416	0.1623370886
2417	0.1623319923
2418	0.1623256148
2419	0.1623201112
2420	0.1623154699
2421	0.1623090437
2422	0.1623053076
2423	0.1622997131
2424	0.1622927947
2425	0.1622886396
2426	0.162282948
2427	0.1622757105
2428	0.1622706119
2429	0.1622671381
2430	0.1622634631
2431	0.1622566641
2432	0.1622537996
2433	0.1622480842
2434	0.1622469469
2435	0.1622414462
2436	0.1622376405
2437	0.1622300814
2438	0.1622257371
2439	0.1622201572
2440	0.162216139
2441	0.1622091524
2442	0.1622037545
2443	0.1622011838
2444	0.1621948454
2445	0.1621895016
2446	0.1621850504
2447	0.1621812061
2448	0.1621757916
2449	0.1621720029
2450	0.1621684451
2451	0.1621645196
2452	0.1621556998
2453	0.1621499044
2454	0.1621432743
2455	0.1621398175
2456	0.1621341462
2457	0.162127721
2458	0.1621213584
2459	0.1621162986
2460	0.1621121588
2461	0.1621052174
2462	0.1621013625
2463	0.1620984939
2464	0.1620910594
2465	0.1620884156
2466	0.1620826126
2467	0.1620778873
2468	0.1620735851
2469	0.1620679747
2470	0.1620655093
2471	0.1620596649
2472	0.1620545131
2473	0.1620465233
2474	0.1620425695
2475	0.1620412858
2476	0.1620395652
2477	0.162035646
2478	0.1620283918
2479	0.1620230893
2480	0.1620179695
2481	0.1620125786
2482	0.1620040278
2483	0.1620000732
2484	0.1619914939
2485	0.1619853603
2486	0.1619837311
2487	0.1619803392
2488	0.1619750058
2489	0.1619717767
2490	0.1619673161
2491	0.1619603507
2492	0.1619560533
2493	0.1619513977
2494	0.1619478193
2495	0.1619397939
2496	0.1619342342
2497	0.1619279547
2498	0.1619221994
2499	0.1619185721
2500	0.1619158817
2501	0.1619078222
2502	0.1619025067
2503	0.1618996778
2504	0.1618941779
2505	0.1618894872
2506	0.1618828003
2507	0.1618799801
2508	0.1618728895
2509	0.1618652386
2510	0.1618628672
2511	0.1618587882
2512	0.1618558482
2513	0.1618508168
2514	0.1618474526
2515	0.1618419979
2516	0.1618395182
2517	0.1618323095
2518	0.1618262185
2519	0.1618194102
2520	0.161816282
2521	0.161809299
2522	0.1618035024
2523	0.1618010672
2524	0.1617952159
2525	0.1617912902
2526	0.161786617
2527	0.1617826898
2528	0.1617798079
2529	0.1617732655
2530	0.1617679159
2531	0.1617623243
2532	0.1617563021
2533	0.1617516211
2534	0.1617468727
2535	0.1617396856
2536	0.1617371294
2537	0.1617323375
2538	0.1617278382
2539	0.1617248912
2540	0.1617179817
2541	0.1617121898
2542	0.1617064243
2543	0.1617005538
2544	0.1616967669
2545	0.1616948319
2546	0.1616898768
2547	0.1616878307
2548	0.1616828736
2549	0.161677908
2550	0.1616714832
2551	0.161666727
2552	0.1616613445
2553	0.1616530071
2554	0.1616483581
2555	0.1616446625
2556	0.1616376009
2557	0.1616310814
2558	0.1616276808
2559	0.1616227572
2560	0.1616191202
2561	0.1616108588
2562	0.1616043182
2563	0.161599041
2564	0.1615943309
2565	0.1615912989
2566	0.1615891139
2567	0.1615834449
2568	0.1615794811
2569	0.161570834
2570	0.1615690099
2571	0.1615630656
2572	0.161558016
2573	0.161553273
2574	0.1615487185
2575	0.1615450145
2576	0.161535561
2577	0.1615305923
2578	0.1615259687
2579	0.1615198265
2580	0.1615150174
2581	0.1615124473
2582	0.1615052039
2583	0.1615012669
2584	0.161495225
2585	0.1614918216
2586	0.1614874876
2587	0.1614820272
2588	0.1614787504
2589	0.1614742322
2590	0.1614692867
2591	0.1614664682
2592	0.1614602293
2593	0.1614552598
2594	0.1614500785
2595	0.1614466226
2596	0.1614420792
2597	0.1614374002
2598	0.1614309622
2599	0.1614246275
2600	0.1614180861
2601	0.1614133296
2602	0.1614056403
2603	0.161400396
2604	0.1613959293
2605	0.1613908828
2606	0.1613879233
2607	0.1613795684
2608	0.1613753329
2609	0.1613716197
2610	0.1613669714
2611	0.1613662133
2612	0.1613606157
2613	0.1613548206
2614	0.1613506549
2615	0.1613433607
2616	0.1613401887
2617	0.1613356978
2618	0.1613279611
2619	0.1613247949
2620	0.1613174315
2621	0.1613119157
2622	0.1613064011
2623	0.161300882
2624	0.161295312
2625	0.1612931936
2626	0.1612884419
2627	0.1612872813
2628	0.1612838938
2629	0.1612797004
2630	0.1612759458
2631	0.1612692685
2632	0.1612642233
2633	0.1612560827
2634	0.1612515866
2635	0.1612487766
2636	0.1612422169
2637	0.1612356495
2638	0.1612302238
2639	0.1612198491
2640	0.1612137595
2641	0.1612074923
2642	0.1611984319
2643	0.1611919787
2644	0.1611896216
2645	0.1611875875
2646	0.161184344
2647	0.1611805238
2648	0.1611738563
2649	0.1611664493
2650	0.1611627845
2651	0.1611564984
2652	0.1611523554
2653	0.1611473205
2654	0.1611445611
2655	0.1611412045
2656	0.1611345921
2657	0.1611281528
2658	0.1611255576
2659	0.161120194
2660	0.1611181881
2661	0.1611142776
2662	0.1611077688
2663	0.1611057622
2664	0.1611018429
2665	0.1610980064
2666	0.1610943486
2667	0.1610884598
2668	0.1610865789
2669	0.1610821841
2670	0.1610793284
2671	0.1610748439
2672	0.1610711839
2673	0.161066271
2674	0.1610615606
2675	0.161056776
2676	0.1610478677
2677	0.1610429722
2678	0.1610378688
2679	0.1610327299
2680	0.1610243628
2681	0.1610201684
2682	0.1610165096
2683	0.1610116767
2684	0.1610037841
2685	0.1609995056
2686	0.1609958149
2687	0.1609900626
2688	0.1609869021
2689	0.1609836679
2690	0.1609802377
2691	0.1609790285
2692	0.1609766713
2693	0.1609715815
2694	0.1609670264
2695	0.1609635201
2696	0.1609565915
2697	0.1609526148
2698	0.1609505346
2699	0.1609478874
2700	0.1609416843
2701	0.1609362591
2702	0.160933886
2703	0.1609278912
2704	0.1609242158
2705	0.1609194241
2706	0.1609138721
2707	0.160909191
2708	0.1609023251
2709	0.1608976402
2710	0.1608936676
2711	0.1608894388
2712	0.1608821565
2713	0.1608767857
2714	0.1608713325
2715	0.1608677022
2716	0.1608617183
2717	0.1608564826
2718	0.1608500779
2719	0.1608466989
2720	0.1608418583
2721	0.1608352832
2722	0.1608309061
2723	0.1608224397
2724	0.1608154555
2725	0.160812737
2726	0.1608068243
2727	0.1608007677
2728	0.1607925422
2729	0.1607870878
2730	0.1607820768
2731	0.160777202
2732	0.1607747461
2733	0.1607722733
2734	0.1607669108
2735	0.1607644445
2736	0.1607567762
2737	0.1607514171
2738	0.1607476034
2739	0.1607427605
2740	0.1607394581
2741	0.160734535
2742	0.1607286952
2743	0.1607223105
2744	0.1607173577
2745	0.1607140543
2746	0.1607090521
2747	0.1607021064
2748	0.1606972259
2749	0.1606931919
2750	0.1606872464
2751	0.1606820784
2752	0.1606783723
2753	0.160674338
2754	0.1606700525
2755	0.1606671812
2756	0.1606622259
2757	0.1606546765
2758	0.1606488546
2759	0.1606425839
2760	0.1606362521
2761	0.1606317613
2762	0.1606241859
2763	0.1606207261
2764	0.1606147107
2765	0.1606077893
2766	0.1606019061
2767	0.1605967204
2768	0.1605920897
2769	0.1605873826
2770	0.1605829932
2771	0.1605806381
2772	0.1605787801
2773	0.1605729735
2774	0.1605666238
2775	0.1605611908
2776	0.1605585685
2777	0.1605546481
2778	0.1605483789
2779	0.1605451946
2780	0.1605410851
2781	0.1605367291
2782	0.1605323873
2783	0.1605237778
2784	0.1605201756
2785	0.1605153024
2786	0.1605113183
2787	0.160508432
2788	0.1605039088
2789	0.1604987967
2790	0.1604959122
2791	0.1604935983
2792	0.16048836
2793	0.1604850399
2794	0.1604803313
2795	0.1604769152
2796	0.1604732744
2797	0.1604660957
2798	0.1604635114
2799	0.1604573473
2800	0.160453283
2801	0.1604494663
2802	0.1604442015
2803	0.1604372297
2804	0.1604318543
2805	0.160426507
2806	0.1604247333
2807	0.1604188252
2808	0.1604130272
2809	0.1604065513
2810	0.1604024455
2811	0.1603992797
2812	0.1603968722
2813	0.1603912082
2814	0.1603853159
2815	0.1603818584
2816	0.1603767534
2817	0.1603727976
2818	0.1603647932
2819	0.160362355
2820	0.1603570003
2821	0.1603544941
2822	0.1603492619
2823	0.1603464136
2824	0.1603389637
2825	0.1603355486
2826	0.160329789
2827	0.1603265053
2828	0.1603230983
2829	0.1603207498
2830	0.1603122476
2831	0.1603062042
2832	0.1602994342
2833	0.1602957543
2834	0.1602895383
2835	0.1602854979
2836	0.1602801265
2837	0.1602735542
2838	0.1602712207
2839	0.1602647751
2840	0.1602628148
2841	0.1602589083
2842	0.1602530649
2843	0.1602476656
2844	0.1602435166
2845	0.1602409208
2846	0.1602370384
2847	0.1602311961
2848	0.1602280637
2849	0.1602246405
2850	0.1602205028
2851	0.1602131011
2852	0.1602112635
2853	0.1602098122
2854	0.1602035878
2855	0.1601980124
2856	0.1601928673
2857	0.1601875899
2858	0.1601846168
2859	0.1601814603
2860	0.1601788435
2861	0.1601752977
2862	0.1601724127
2863	0.1601671338
2864	0.1601635399
2865	0.1601603159
2866	0.1601577465
2867	0.1601509658
2868	0.1601495366
2869	0.1601415306
2870	0.1601372383
2871	0.1601295972
2872	0.1601261705
2873	0.1601237647
2874	0.1601179892
2875	0.1601127345
2876	0.1601084244
2877	0.1601042571
2878	0.1601011953
2879	0.1600979809
2880	0.1600962882
2881	0.1600932232
2882	0.1600887225
2883	0.1600849385
2884	0.1600785168
2885	0.1600764163
2886	0.1600715922
2887	0.1600671304
2888	0.1600600287
2889	0.1600544443
2890	0.1600477088
2891	0.1600422821
2892	0.1600380436
2893	0.160034753
2894	0.1600302064
2895	0.1600272523
2896	0.1600212106
2897	0.1600160314
2898	0.1600107216
2899	0.1600025275
2900	0.1599958888
2901	0.1599906885
2902	0.1599851686
2903	0.1599798792
2904	0.1599767133
2905	0.1599722966
2906	0.1599685868
2907	0.1599626471
2908	0.1599503935
2909	0.1599440439
2910	0.159937992
2911	0.1599324988
2912	0.1599283647
2913	0.1599226852
2914	0.1599166348
2915	0.1599122673
2916	0.1599105281
2917	0.1599064719
2918	0.1599010742
2919	0.1598988983
2920	0.1598964413
2921	0.1598896132
2922	0.1598837802
2923	0.1598772927
