iter	Logloss
408	0.1748940403
409	0.1748805595
410	0.1748664365
411	0.1748583983
412	0.1748532242
413	0.1748431306
414	0.1748289643
415	0.1748219845
416	0.1748128493
417	0.1748020453
418	0.1747941653
419	0.1747872081
420	0.1747785086
421	0.1747672573
422	0.1747616936
423	0.1747501807
424	0.1747451953
425	0.1747380057
426	0.1747305528
427	0.1747151339
428	0.1747025998
429	0.1746898337
430	0.1746748345
431	0.1746675409
432	0.1746608835
433	0.1746558346
434	0.1746521754
435	0.1746371872
436	0.1746221569
437	0.1746154682
438	0.1746032923
439	0.1745960896
440	0.1745858599
441	0.1745708102
442	0.1745603625
443	0.1745506382
444	0.1745421224
445	0.174532782
446	0.1745278707
447	0.1745184017
448	0.1745081168
449	0.1744996534
450	0.174491275
451	0.1744782675
452	0.1744664348
453	0.1744575946
454	0.1744501009
455	0.1744412788
456	0.1744300113
457	0.1744213713
458	0.1744127888
459	0.1744021044
460	0.1743979429
461	0.1743858566
462	0.1743760738
463	0.1743632992
464	0.1743565974
465	0.1743510382
466	0.1743414031
467	0.1743315179
468	0.1743243942
469	0.1743140416
470	0.1742983873
471	0.1742868184
472	0.1742733399
473	0.1742639042
474	0.17424864
475	0.1742382624
476	0.1742345239
477	0.1742270616
478	0.1742192774
479	0.1742108361
480	0.1742058856
481	0.1741973927
482	0.1741858044
483	0.1741805833
484	0.1741727937
485	0.1741649778
486	0.1741546022
487	0.174148387
488	0.1741377184
489	0.1741308228
490	0.1741223411
491	0.1741161907
492	0.1741090791
493	0.1740980233
494	0.1740909395
495	0.174081504
496	0.1740752219
497	0.1740716866
498	0.1740591279
499	0.174052226
500	0.1740440111
501	0.1740354848
502	0.1740192043
503	0.1740127994
504	0.1740070202
505	0.1739956783
506	0.1739829715
507	0.173973529
508	0.1739650459
509	0.1739535601
510	0.1739472176
511	0.1739396178
512	0.173928804
513	0.1739242443
514	0.1739181236
515	0.1739112405
516	0.1738976504
517	0.17388616
518	0.1738789469
519	0.173873645
520	0.17386269
521	0.1738556786
522	0.1738463724
523	0.1738365289
524	0.173830612
525	0.1738207076
526	0.1738142756
527	0.1738052542
528	0.1737986688
529	0.1737901216
530	0.1737779081
531	0.1737729345
532	0.1737675786
533	0.1737595023
534	0.1737535812
535	0.173745854
536	0.173736424
537	0.1737254196
538	0.1737170754
539	0.1737100719
540	0.1737014114
541	0.1736934156
542	0.1736792059
543	0.1736698361
544	0.1736668691
545	0.1736530153
546	0.1736421885
547	0.1736351168
548	0.173627636
549	0.1736205387
550	0.1736094894
551	0.1735960409
552	0.1735895163
553	0.1735809497
554	0.1735676596
555	0.1735559234
556	0.1735467382
557	0.1735383782
558	0.1735267479
559	0.1735174674
560	0.1735130505
561	0.1735040376
562	0.1734930281
563	0.1734825367
564	0.1734720055
565	0.1734646554
566	0.1734598693
567	0.1734525224
568	0.1734463403
569	0.1734373328
570	0.1734318398
571	0.1734229554
572	0.1734156009
573	0.1734100914
574	0.1734021293
575	0.1733933879
576	0.173387259
577	0.1733826769
578	0.1733794314
579	0.1733720493
580	0.1733630419
581	0.1733592059
582	0.1733553998
583	0.1733501724
584	0.1733403376
585	0.1733304821
586	0.1733222088
587	0.1733122517
588	0.1733054469
589	0.1733014232
590	0.1732939807
591	0.1732866362
592	0.1732787415
593	0.173265868
594	0.1732583695
595	0.173250882
596	0.1732432803
597	0.1732362529
598	0.1732248325
599	0.1732166929
600	0.1732113413
601	0.1732021026
602	0.1731966424
603	0.1731841299
604	0.1731771824
605	0.1731680013
606	0.173164774
607	0.173157896
608	0.1731521438
609	0.1731479389
610	0.1731358677
611	0.1731292648
612	0.1731187929
613	0.173108286
614	0.1731027364
615	0.173096744
616	0.1730907135
617	0.1730814115
618	0.1730735418
619	0.1730634012
620	0.1730547256
621	0.1730458898
622	0.173035784
623	0.1730291806
624	0.1730219841
625	0.1730139683
626	0.1730094652
627	0.1730002012
628	0.1729957794
629	0.1729888406
630	0.1729811884
631	0.1729736986
632	0.1729610567
633	0.1729576691
634	0.1729493156
635	0.1729421345
636	0.1729275063
637	0.1729225898
638	0.1729192915
639	0.1729108334
640	0.1729027434
641	0.1728971385
642	0.1728929305
643	0.1728783403
644	0.1728749015
645	0.1728692472
646	0.1728588012
647	0.1728528071
648	0.1728443068
649	0.1728348203
650	0.1728220079
651	0.1728134649
652	0.1728052281
653	0.1727986394
654	0.1727929614
655	0.1727845823
656	0.17278186
657	0.1727770376
658	0.1727671005
659	0.1727576166
660	0.1727523796
661	0.1727410479
662	0.1727322359
663	0.1727295859
664	0.1727196645
665	0.1727146485
666	0.1727076111
667	0.1727011431
668	0.1726952513
669	0.172687906
670	0.1726787731
671	0.1726653865
672	0.1726607909
673	0.1726534544
674	0.1726492984
675	0.1726371553
676	0.1726292381
677	0.1726201713
678	0.1726133294
679	0.1726062653
680	0.1726002865
681	0.1725971099
682	0.1725867689
683	0.1725793595
684	0.1725726083
685	0.1725651706
686	0.1725542232
687	0.1725453384
688	0.1725397663
689	0.1725363234
690	0.1725291875
691	0.1725195631
692	0.1725043997
693	0.1724956258
694	0.1724873038
695	0.172479394
696	0.1724760104
697	0.1724655965
698	0.1724596509
699	0.1724550382
700	0.1724468512
701	0.1724383058
702	0.1724265757
703	0.172420593
704	0.1724137341
705	0.1724093279
706	0.1724056304
707	0.1724002708
708	0.1723950726
709	0.1723872187
710	0.1723782439
711	0.172369677
712	0.1723602972
713	0.1723481844
714	0.1723442431
715	0.1723341635
716	0.1723270771
717	0.1723168908
718	0.1723135734
719	0.1723035505
720	0.1722983878
721	0.1722879877
722	0.1722828112
723	0.1722763413
724	0.1722730944
725	0.1722668699
726	0.1722571238
727	0.1722504198
728	0.1722413673
729	0.1722374546
730	0.1722298756
731	0.1722238943
732	0.1722166674
733	0.1722082111
734	0.1721960741
735	0.1721829783
736	0.172177499
737	0.1721682581
738	0.1721611904
739	0.1721540229
740	0.1721502237
741	0.1721404688
742	0.1721332642
743	0.1721231981
744	0.1721119188
745	0.1721046066
746	0.1720947117
747	0.1720871074
748	0.1720828482
749	0.1720739122
750	0.1720713688
751	0.1720584254
752	0.1720555373
753	0.1720463635
754	0.1720345922
755	0.1720274314
756	0.1720240255
757	0.1720139215
758	0.1720053109
759	0.1719969533
760	0.1719877748
761	0.1719765257
762	0.1719716472
763	0.1719639389
764	0.1719521917
765	0.1719430493
766	0.171934841
767	0.1719258781
768	0.171916947
769	0.1719112654
770	0.1719075763
771	0.1719025375
772	0.1718939641
773	0.1718881164
774	0.1718792801
775	0.1718680033
776	0.1718591695
777	0.1718538813
778	0.1718476418
779	0.1718425047
780	0.1718340515
781	0.1718278809
782	0.1718185246
783	0.1718093044
784	0.1718054814
785	0.1717988597
786	0.1717910211
787	0.1717786412
788	0.1717709432
789	0.171765904
790	0.1717623039
791	0.1717556773
792	0.1717462395
793	0.1717431306
794	0.1717363383
795	0.1717306711
796	0.171727515
797	0.1717222953
798	0.1717157921
799	0.1717070418
800	0.1717025554
801	0.1716967192
802	0.1716909451
803	0.1716839687
804	0.1716798073
805	0.1716739829
806	0.1716638557
807	0.1716575872
808	0.1716515624
809	0.1716464962
810	0.1716351877
811	0.1716320898
812	0.1716237878
813	0.1716149593
814	0.1716074068
815	0.1715953018
816	0.1715869715
817	0.1715780329
818	0.1715701825
819	0.1715638898
820	0.1715614788
821	0.1715537518
822	0.1715433533
823	0.1715370706
824	0.1715321878
825	0.1715211592
826	0.1715122751
827	0.1715080976
828	0.171501487
829	0.1714947489
830	0.171487215
831	0.1714724307
832	0.1714663031
833	0.1714599931
834	0.1714540736
835	0.1714491196
836	0.1714429836
837	0.1714349195
838	0.1714295754
839	0.1714281016
840	0.1714213339
841	0.1714166935
842	0.1714077974
843	0.1714024828
844	0.1713961614
845	0.171387754
846	0.1713806047
847	0.1713702988
848	0.1713642798
849	0.1713593243
850	0.1713526778
851	0.1713454539
852	0.1713366984
853	0.1713283039
854	0.1713218046
855	0.1713151799
856	0.171304428
857	0.1712982811
858	0.1712879393
859	0.1712775991
860	0.1712698973
861	0.1712582819
862	0.1712516406
863	0.1712437568
864	0.1712365024
865	0.1712320874
866	0.1712270801
867	0.1712171762
868	0.1712091966
869	0.1712002062
870	0.1711911703
871	0.1711862384
872	0.1711788133
873	0.1711752211
874	0.1711687616
875	0.1711626034
876	0.171159493
877	0.1711523484
878	0.1711434585
879	0.1711388516
880	0.1711290419
881	0.1711177341
882	0.1711159826
883	0.1711087835
884	0.1711001088
885	0.1710934689
886	0.1710867304
887	0.1710790106
888	0.1710737429
889	0.1710661803
890	0.1710587206
891	0.1710510604
892	0.1710467761
893	0.171040766
894	0.1710326417
895	0.1710254474
896	0.1710194478
897	0.1710095681
898	0.171005074
899	0.1709990973
900	0.1709906765
901	0.1709858559
902	0.1709812988
903	0.1709765775
904	0.1709715997
905	0.1709663886
906	0.1709552293
907	0.1709471315
908	0.1709396773
909	0.1709340764
910	0.1709269242
911	0.1709188507
912	0.1709136813
913	0.1709085557
914	0.1709004396
915	0.1708961619
916	0.170888973
917	0.1708807437
918	0.1708720374
919	0.1708661766
920	0.1708588146
921	0.170849702
922	0.1708417204
923	0.170837992
924	0.1708334205
925	0.1708296047
926	0.1708213931
927	0.170811145
928	0.1708060117
929	0.1707963659
930	0.1707909344
931	0.1707863784
932	0.1707825845
933	0.1707771255
934	0.1707721501
935	0.1707631619
936	0.1707583978
937	0.1707524179
938	0.1707435742
939	0.1707355075
940	0.170726269
941	0.1707194773
942	0.1707117198
943	0.170704198
944	0.1706980008
945	0.1706889544
946	0.170680402
947	0.1706733774
948	0.1706660817
949	0.1706563043
950	0.1706446597
951	0.1706372892
952	0.1706342785
953	0.1706263043
954	0.1706181066
955	0.1706080953
956	0.1705993653
957	0.1705943631
958	0.1705898976
959	0.1705883728
960	0.1705801751
961	0.1705705431
962	0.1705653913
963	0.17055511
964	0.1705500902
965	0.170545779
966	0.1705392908
967	0.1705296699
968	0.1705253422
969	0.1705130654
970	0.1705095576
971	0.1705047775
972	0.1704982895
973	0.1704903015
974	0.1704858651
975	0.1704789227
976	0.1704729413
977	0.1704642844
978	0.1704574834
979	0.1704472495
980	0.1704420653
981	0.1704319041
982	0.1704296983
983	0.1704225927
984	0.1704160383
985	0.170411526
986	0.1704056154
987	0.1703977538
988	0.1703919566
989	0.1703886752
990	0.1703846677
991	0.1703784613
992	0.1703721588
993	0.1703643485
994	0.1703557848
995	0.1703497079
996	0.1703424276
997	0.1703361226
998	0.1703323138
999	0.1703264339
1000	0.1703234703
1001	0.1703172051
1002	0.1703114509
1003	0.1703067641
1004	0.1703034307
1005	0.1702932836
1006	0.170286567
1007	0.1702788009
1008	0.1702733931
1009	0.1702683133
1010	0.1702613805
1011	0.1702570278
1012	0.1702516932
1013	0.170243555
1014	0.1702385667
1015	0.1702318869
1016	0.1702292893
1017	0.1702211773
1018	0.1702163377
1019	0.1702131876
1020	0.1702036096
1021	0.1702009155
1022	0.1701993475
1023	0.1701968486
1024	0.1701933179
1025	0.1701869925
1026	0.1701760798
1027	0.1701691935
1028	0.1701542292
1029	0.1701508213
1030	0.1701441348
1031	0.170138773
1032	0.1701288812
1033	0.1701226271
1034	0.1701148055
1035	0.170110879
1036	0.1701013064
1037	0.1700975225
1038	0.1700898337
1039	0.1700806827
1040	0.1700761813
1041	0.1700699769
1042	0.1700576872
1043	0.1700487085
1044	0.1700439193
1045	0.1700378826
1046	0.1700346191
1047	0.1700249653
1048	0.1700198747
1049	0.170010539
1050	0.1700028997
1051	0.1699987981
1052	0.1699897694
1053	0.1699818741
1054	0.1699712645
1055	0.1699627107
1056	0.1699610916
1057	0.1699542228
1058	0.1699479341
1059	0.1699428307
1060	0.1699379898
1061	0.1699311373
1062	0.1699236235
1063	0.169915141
1064	0.1699075805
1065	0.1699020589
1066	0.1698923506
1067	0.169886928
1068	0.1698797266
1069	0.1698745048
1070	0.1698699612
1071	0.1698648849
1072	0.1698581763
1073	0.1698518887
1074	0.1698477673
1075	0.1698374899
1076	0.1698287902
1077	0.16982289
1078	0.1698177884
1079	0.1698127912
1080	0.1698057026
1081	0.169799853
1082	0.1697959857
1083	0.1697873663
1084	0.1697781571
1085	0.1697684094
1086	0.1697607665
1087	0.1697562466
1088	0.1697499168
1089	0.1697460388
1090	0.1697403545
1091	0.1697323712
1092	0.1697286548
1093	0.169720345
1094	0.1697158796
1095	0.1697083333
1096	0.1697013112
1097	0.1696932967
1098	0.1696888895
1099	0.1696866127
1100	0.1696772999
1101	0.1696721914
1102	0.1696651888
1103	0.1696572159
1104	0.1696488062
1105	0.1696430528
1106	0.1696380658
1107	0.1696313151
1108	0.1696272884
1109	0.1696208718
1110	0.169615896
1111	0.1696099065
1112	0.1696042524
1113	0.1695975378
1114	0.1695916671
1115	0.1695805715
1116	0.1695742223
1117	0.169568146
1118	0.1695619393
1119	0.1695537298
1120	0.1695443542
1121	0.1695327564
1122	0.169528765
1123	0.1695238507
1124	0.169518584
1125	0.1695118138
1126	0.1695057226
1127	0.1694959367
1128	0.1694907561
1129	0.1694880597
1130	0.1694828318
1131	0.1694744271
1132	0.1694722674
1133	0.1694624074
1134	0.1694595579
1135	0.1694516771
1136	0.1694443695
1137	0.169440174
1138	0.1694340429
1139	0.1694276006
1140	0.1694208725
1141	0.1694110183
1142	0.1694037074
1143	0.1693941501
1144	0.1693835704
1145	0.1693775625
1146	0.1693676994
1147	0.1693629252
1148	0.1693575061
1149	0.1693500129
1150	0.1693428073
1151	0.1693379005
1152	0.1693283752
1153	0.169319117
1154	0.1693152033
1155	0.1693084706
1156	0.1692999899
1157	0.169296395
1158	0.1692890827
1159	0.1692819131
1160	0.1692725156
1161	0.1692667846
1162	0.1692592267
1163	0.1692528112
1164	0.1692486129
1165	0.1692397808
1166	0.1692369238
1167	0.1692326897
1168	0.1692243776
1169	0.1692168722
1170	0.1692102927
1171	0.1692015264
1172	0.16919567
1173	0.1691902479
1174	0.1691870838
1175	0.1691776903
1176	0.1691695444
1177	0.1691602895
1178	0.1691537305
1179	0.1691438196
1180	0.1691357743
1181	0.1691239239
1182	0.1691159797
1183	0.169108253
1184	0.1691032203
1185	0.1690977242
1186	0.1690907349
1187	0.1690846253
1188	0.1690783952
1189	0.1690703271
1190	0.1690650257
1191	0.1690619466
1192	0.1690565673
1193	0.1690485088
1194	0.1690403215
1195	0.1690333013
1196	0.1690289416
1197	0.1690240124
1198	0.1690211394
1199	0.169015794
1200	0.1690065478
1201	0.1690036474
1202	0.1689998176
1203	0.1689964612
1204	0.1689878317
1205	0.1689803485
1206	0.168975398
1207	0.1689690546
1208	0.1689615636
1209	0.1689555151
1210	0.1689512752
1211	0.1689465245
1212	0.1689408405
1213	0.1689290815
1214	0.1689235278
1215	0.1689178491
1216	0.1689083678
1217	0.168903862
1218	0.1688984782
1219	0.1688928609
1220	0.1688867174
1221	0.1688810125
1222	0.1688751495
1223	0.1688692547
1224	0.168863532
1225	0.1688559395
1226	0.1688524497
1227	0.1688473621
1228	0.1688393334
1229	0.1688335447
1230	0.1688288384
1231	0.1688254766
1232	0.1688188806
1233	0.1688107719
1234	0.1688030308
1235	0.1687948918
1236	0.1687889948
1237	0.1687843727
1238	0.1687804156
1239	0.1687712726
1240	0.1687658206
1241	0.1687605197
1242	0.168752663
1243	0.1687471182
1244	0.1687430143
1245	0.1687359961
1246	0.1687275743
1247	0.1687237587
1248	0.1687144125
1249	0.168707451
1250	0.1687008346
1251	0.1686934515
1252	0.1686861972
1253	0.16867735
1254	0.1686754028
1255	0.1686694747
1256	0.168661674
1257	0.1686531881
1258	0.1686442819
1259	0.1686401293
1260	0.1686327811
1261	0.1686234081
1262	0.1686166454
1263	0.1686099254
1264	0.1686027293
1265	0.1685988275
1266	0.1685921584
1267	0.1685849934
1268	0.1685816763
1269	0.1685739344
1270	0.1685678598
1271	0.1685585575
1272	0.1685517155
1273	0.1685453432
1274	0.1685420586
1275	0.1685372062
1276	0.1685286385
1277	0.1685202825
1278	0.1685138696
1279	0.1685104731
1280	0.168502031
1281	0.1684937717
1282	0.1684878572
1283	0.1684832089
1284	0.1684774106
1285	0.1684733456
1286	0.1684642754
1287	0.1684600626
1288	0.168454325
1289	0.1684453698
1290	0.1684433974
1291	0.168435001
1292	0.1684279089
1293	0.1684201792
1294	0.1684180348
1295	0.168412675
1296	0.1684085664
1297	0.1684021081
1298	0.1683939744
1299	0.1683876015
1300	0.1683792126
1301	0.1683765277
1302	0.1683702635
1303	0.1683649294
1304	0.1683588463
1305	0.1683536159
1306	0.1683493824
1307	0.1683435108
1308	0.1683383749
1309	0.1683331313
1310	0.1683292419
1311	0.1683193418
1312	0.1683146165
1313	0.1683051855
1314	0.168300395
1315	0.168292154
1316	0.1682876986
1317	0.1682797067
1318	0.1682722176
1319	0.168266663
1320	0.1682596614
1321	0.1682535348
1322	0.1682462659
1323	0.168242653
1324	0.1682402027
1325	0.1682347279
1326	0.1682299331
1327	0.1682238565
1328	0.1682172663
1329	0.1682108855
1330	0.1682064942
1331	0.1682043076
1332	0.1681985476
1333	0.1681924891
1334	0.1681875583
1335	0.1681834429
1336	0.1681783834
1337	0.168173845
1338	0.1681678465
1339	0.1681607679
1340	0.168154558
1341	0.1681479016
1342	0.168141494
1343	0.1681387232
1344	0.1681313563
1345	0.1681269966
1346	0.1681233726
1347	0.1681172757
1348	0.1681065734
1349	0.1681016327
1350	0.1680964282
1351	0.1680922615
1352	0.1680892763
1353	0.1680827062
1354	0.1680807588
1355	0.1680754674
1356	0.1680707222
1357	0.1680654319
1358	0.1680606441
1359	0.1680520071
1360	0.1680465724
1361	0.1680404858
1362	0.1680332475
1363	0.1680265497
1364	0.1680230219
1365	0.1680157792
1366	0.1680118666
1367	0.1680074272
1368	0.1679998268
1369	0.1679967313
1370	0.1679914427
1371	0.1679822535
1372	0.1679776518
1373	0.1679732325
1374	0.1679675329
1375	0.1679588061
1376	0.1679525614
1377	0.1679477849
1378	0.167940732
1379	0.1679302591
1380	0.1679235269
1381	0.1679180412
1382	0.1679113466
1383	0.1679073464
1384	0.1678992284
1385	0.1678934173
1386	0.167886609
1387	0.1678793089
1388	0.1678731267
1389	0.1678660385
1390	0.1678630594
1391	0.1678593159
1392	0.1678494472
1393	0.1678439773
1394	0.1678370824
1395	0.1678304658
1396	0.1678225475
1397	0.1678173609
1398	0.1678096469
1399	0.1678000259
1400	0.1677891617
1401	0.1677839886
1402	0.1677798926
1403	0.1677745706
1404	0.1677665827
1405	0.1677608984
1406	0.1677536794
1407	0.1677430257
1408	0.1677406856
1409	0.1677314448
1410	0.1677252454
1411	0.1677154426
1412	0.1677127143
1413	0.1676987439
1414	0.1676949718
1415	0.1676899785
1416	0.1676836947
1417	0.1676785856
1418	0.1676725421
1419	0.1676632436
1420	0.1676590673
1421	0.1676522846
1422	0.1676420976
1423	0.1676360305
1424	0.1676271818
1425	0.1676182728
1426	0.1676109878
1427	0.1676033117
1428	0.1675981389
1429	0.167590118
1430	0.167587905
1431	0.1675869342
1432	0.1675815616
1433	0.167575255
1434	0.167570378
1435	0.1675618792
1436	0.1675557031
1437	0.1675465749
1438	0.1675404505
1439	0.1675349441
1440	0.1675227916
1441	0.1675138596
1442	0.16750823
1443	0.1675019335
1444	0.1674959842
1445	0.1674924625
1446	0.1674895856
1447	0.1674790848
1448	0.1674736504
1449	0.1674704345
1450	0.1674653584
1451	0.1674589834
1452	0.1674536525
1453	0.1674509626
1454	0.1674429216
1455	0.1674395729
1456	0.1674359112
1457	0.1674314124
1458	0.1674243245
1459	0.1674196188
1460	0.1674141618
1461	0.1674078158
1462	0.1674046565
1463	0.1673966107
1464	0.1673906737
1465	0.1673890736
1466	0.1673846165
1467	0.1673774757
1468	0.1673717845
1469	0.1673650665
1470	0.167361931
1471	0.1673580864
1472	0.1673549799
1473	0.1673521461
1474	0.1673445808
1475	0.1673392719
1476	0.1673371506
1477	0.1673294055
1478	0.1673241964
1479	0.1673169787
1480	0.1673116956
1481	0.1673012083
1482	0.1672980161
1483	0.1672957362
1484	0.1672901755
1485	0.1672882084
1486	0.1672837019
1487	0.1672804745
1488	0.1672746619
1489	0.1672707942
1490	0.1672668049
1491	0.1672588392
1492	0.1672525701
1493	0.167244873
1494	0.1672425578
1495	0.167240188
1496	0.1672346777
1497	0.1672283562
1498	0.1672252491
1499	0.1672155686
1500	0.1672068631
1501	0.1672012436
1502	0.1671965068
1503	0.1671857364
1504	0.1671788359
1505	0.1671731284
1506	0.1671665771
1507	0.1671588944
1508	0.1671515359
1509	0.1671454235
1510	0.1671409601
1511	0.1671337232
